rbt_id,lane,seq,x,y
RBT07,0,27,2102.223,1850.764
RBT07,0,28,2093.574,1851.796
RBT07,0,29,2084.882,1852.371
RBT07,0,30,2076.171,1852.486
RBT07,0,31,2067.467,1852.141
RBT07,0,32,2058.793,1851.337
RBT07,0,33,2050.174,1850.077
RBT07,0,34,2041.633,1848.363
RBT07,0,35,2033.195,1846.201
RBT07,0,36,2024.882,1843.597
RBT07,0,37,2016.719,1840.558
RBT07,0,38,2008.727,1837.092
RBT07,0,39,2000.929,1833.209
RBT07,0,40,1993.347,1828.92
RBT07,0,41,1986.002,1824.237
RBT07,0,42,1978.915,1819.173
RBT07,0,43,1972.104,1813.742
RBT07,0,44,1965.59,1807.959
RBT07,0,45,1959.39,1801.84
RBT07,0,46,1953.521,1795.402
RBT07,0,47,1948.0,1788.664
RBT07,0,48,1942.843,1781.644
RBT07,0,49,1938.064,1774.361
RBT07,0,50,1933.675,1766.837
RBT07,0,51,1929.69,1759.091
RBT07,0,52,1926.118,1751.145
RBT07,0,53,1922.972,1743.023
RBT07,0,54,1920.258,1734.745
RBT07,0,55,1917.985,1726.336
RBT07,0,56,1916.159,1717.819
RBT07,0,57,1914.785,1709.217
RBT07,0,58,1913.867,1700.554
RBT07,0,59,1913.407,1691.855
RBT07,0,60,1913.407,1683.145
RBT07,0,61,1913.867,1674.446
RBT07,0,62,1914.785,1665.783
RBT07,0,63,1916.159,1657.181
RBT07,0,64,1917.985,1648.664
RBT07,0,65,1920.258,1640.255
RBT07,0,66,1922.972,1631.977
RBT07,0,67,1926.118,1623.855
RBT07,0,68,1929.69,1615.909
RBT07,0,69,1933.675,1608.163
RBT07,0,70,1938.064,1600.639
RBT07,0,71,1942.843,1593.356
RBT07,0,72,1948.0,1586.336
RBT07,0,73,1953.521,1579.598
RBT07,0,74,1959.39,1573.16
RBT07,0,75,1965.59,1567.041
RBT07,0,76,1972.104,1561.258
RBT07,0,77,1978.915,1555.827
RBT07,0,78,1986.002,1550.763
RBT07,0,79,1993.347,1546.08
RBT07,0,80,2000.929,1541.791
RBT07,0,81,2008.727,1537.908
RBT07,0,82,2016.719,1534.442
RBT07,0,83,2024.882,1531.403
RBT07,0,84,2033.195,1528.799
RBT07,0,85,2041.633,1526.637
RBT07,0,86,2050.174,1524.923
RBT07,0,87,2058.793,1523.663
RBT07,0,88,2067.467,1522.859
RBT07,0,89,2076.171,1522.514
RBT07,0,90,2084.882,1522.629
RBT07,0,91,2093.574,1523.204
RBT07,0,92,2102.223,1524.236
RBT07,0,93,2110.806,1525.724
RBT07,0,94,2119.299,1527.662
RBT07,0,95,2127.677,1530.046
RBT07,0,96,2135.918,1532.869
RBT07,0,97,2143.999,1536.122
RBT07,0,98,2151.896,1539.798
RBT07,0,99,2159.589,1543.885
RBT07,0,100,2167.055,1548.373
RBT07,0,101,2174.274,1553.248
RBT07,0,102,2181.225,1558.498
RBT07,0,103,2187.89,1564.107
RBT07,0,104,2194.249,1570.06
RBT07,0,105,2200.286,1576.34
RBT07,0,106,2205.982,1582.93
RBT07,0,107,2211.323,1589.812
RBT07,0,108,2216.293,1596.966
RBT07,0,109,2220.879,1604.372
RBT07,0,110,2225.068,1612.01
RBT07,0,111,2228.847,1619.858
RBT07,0,112,2232.207,1627.895
RBT07,0,113,2235.139,1636.098
RBT07,0,114,2237.633,1644.444
RBT07,0,115,2239.683,1652.911
RBT07,0,116,2241.284,1661.473
RBT07,0,117,2242.43,1670.108
RBT07,0,118,2243.119,1678.792
RBT07,0,119,2243.349,1687.5
RBT08,0,0,3070.153,3951.177
RBT08,0,1,3069.923,3959.885
RBT08,0,2,3069.234,3968.569
RBT08,0,3,3068.087,3977.204
RBT08,0,4,3066.487,3985.767
RBT08,0,5,3064.436,3994.233
RBT08,0,6,3061.942,4002.579
RBT08,0,7,3059.011,4010.782
RBT08,0,8,3055.651,4018.819
RBT08,0,9,3051.871,4026.667
RBT08,0,10,3047.683,4034.305
RBT08,0,11,3043.097,4041.711
RBT08,0,12,3038.127,4048.865
RBT08,0,13,3032.786,4055.747
RBT08,0,14,3027.089,4062.337
RBT08,0,15,3021.053,4068.617
RBT08,0,16,3014.693,4074.57
RBT08,0,17,3008.029,4080.18
RBT08,0,18,3001.077,4085.429
RBT08,0,19,2993.858,4090.304
RBT08,0,20,2986.392,4094.792
RBT08,0,21,2978.7,4098.879
RBT08,0,22,2970.802,4102.555
RBT08,0,23,2962.722,4105.809
RBT08,0,24,2954.481,4108.631
RBT08,0,25,2946.102,4111.015
RBT08,0,26,2937.61,4112.954
RBT08,0,27,2929.027,4114.441
RBT08,0,28,2920.377,4115.473
RBT08,0,29,2911.685,4116.048
RBT08,0,30,2902.975,4116.163
RBT08,0,31,2894.271,4115.818
RBT08,0,32,2885.597,4115.014
RBT08,0,33,2876.978,4113.754
RBT08,0,34,2868.437,4112.04
RBT08,0,35,2859.998,4109.879
RBT08,0,36,2851.686,4107.274
RBT08,0,37,2843.522,4104.235
RBT08,0,38,2835.53,4100.769
RBT08,0,39,2827.733,4096.886
RBT08,0,40,2820.151,4092.597
RBT08,0,41,2812.806,4087.914
RBT08,0,42,2805.718,4082.85
RBT08,0,43,2798.908,4077.419
RBT08,0,44,2792.393,4071.636
RBT08,0,45,2786.193,4065.517
RBT08,0,46,2780.325,4059.08
RBT08,0,47,2774.804,4052.341
RBT08,0,48,2769.647,4045.321
RBT08,0,49,2764.867,4038.039
RBT08,0,50,2760.478,4030.514
RBT08,0,51,2756.493,4022.768
RBT08,0,52,2752.922,4014.823
RBT08,0,53,2749.775,4006.7
RBT08,0,54,2747.061,3998.423
RBT08,0,55,2744.788,3990.013
RBT08,0,56,2742.962,3981.496
RBT08,0,57,2741.588,3972.894
RBT08,0,58,2740.67,3964.232
RBT08,0,59,2740.21,3955.533
RBT08,0,60,2740.21,3946.822
RBT08,0,61,2740.67,3938.123
RBT08,0,62,2741.588,3929.461
RBT08,0,63,2742.962,3920.859
RBT08,0,64,2744.788,3912.341
RBT08,0,65,2747.061,3903.932
RBT08,0,66,2749.775,3895.655
RBT08,0,67,2752.922,3887.532
RBT08,0,68,2756.493,3879.586
RBT08,0,69,2760.478,3871.841
RBT08,0,70,2764.867,3864.316
RBT08,0,71,2769.647,3857.033
RBT08,0,72,2774.804,3850.013
RBT08,0,73,2780.325,3843.275
RBT08,0,74,2786.193,3836.838
RBT08,0,75,2792.393,3830.719
RBT08,0,76,2798.908,3824.936
RBT08,0,77,2805.718,3819.504
RBT08,0,78,2812.806,3814.44
RBT08,0,79,2820.151,3809.757
RBT08,0,80,2827.733,3805.468
RBT08,0,81,2835.53,3801.585
RBT08,0,82,2843.522,3798.12
RBT08,0,83,2851.686,3795.08
RBT08,0,84,2859.998,3792.476
RBT08,0,85,2868.437,3790.314
RBT08,0,86,2876.978,3788.601
RBT08,0,87,2885.597,3787.34
RBT08,0,88,2894.271,3786.537
RBT08,0,89,2902.975,3786.192
RBT08,0,90,2911.685,3786.307
RBT08,0,91,2920.377,3786.881
RBT08,0,92,2929.027,3787.914
RBT08,0,93,2937.61,3789.401
RBT08,0,94,2946.102,3791.339
RBT08,0,95,2954.481,3793.723
RBT08,0,96,2962.722,3796.546
RBT08,0,97,2970.802,3799.8
RBT08,0,98,2978.7,3803.475
RBT08,0,99,2986.392,3807.563
RBT08,0,100,2993.858,3812.05
RBT08,0,101,3001.077,3816.926
RBT08,0,102,3008.029,3822.175
RBT08,0,103,3014.693,3827.784
RBT08,0,104,3021.053,3833.737
RBT08,0,105,3027.089,3840.018
RBT08,0,106,3032.786,3846.608
RBT08,0,107,3038.127,3853.489
RBT08,0,108,3043.097,3860.643
RBT08,0,109,3047.683,3868.049
RBT08,0,110,3051.871,3875.687
RBT08,0,111,3055.651,3883.536
RBT08,0,112,3059.011,3891.572
RBT08,0,113,3061.942,3899.775
RBT08,0,114,3064.436,3908.122
RBT08,0,115,3066.487,3916.588
RBT08,0,116,3068.087,3925.151
RBT08,0,117,3069.234,3933.786
RBT08,0,118,3069.923,3942.469
RBT08,0,119,3070.153,3951.177
