rbt_id,lane,seq,x,y
RBT05,0,5,1547.266,1817.537
RBT05,0,6,1544.772,1825.884
RBT05,0,7,1541.84,1834.087
RBT05,0,8,1538.48,1842.123
RBT05,0,9,1534.701,1849.972
RBT05,0,10,1530.512,1857.61
RBT05,0,11,1525.927,1865.016
RBT05,0,12,1520.956,1872.17
RBT05,0,13,1515.616,1879.051
RBT05,0,14,1509.919,1885.641
RBT05,0,15,1503.883,1891.922
RBT05,0,16,1497.523,1897.875
RBT05,0,17,1490.858,1903.484
RBT05,0,18,1483.907,1908.733
RBT05,0,19,1476.688,1913.609
RBT05,0,20,1469.222,1918.096
RBT05,0,21,1461.529,1922.184
RBT05,0,22,1453.632,1925.859
RBT05,0,23,1445.551,1929.113
RBT05,0,24,1437.31,1931.936
RBT05,0,25,1428.932,1934.32
RBT05,0,26,1420.439,1936.258
RBT05,0,27,1411.856,1937.745
RBT05,0,28,1403.207,1938.778
RBT05,0,29,1394.515,1939.352
RBT05,0,30,1385.805,1939.467
RBT05,0,31,1377.1,1939.122
RBT05,0,32,1368.427,1938.319
RBT05,0,33,1359.807,1937.058
RBT05,0,34,1351.267,1935.345
RBT05,0,35,1342.828,1933.183
RBT05,0,36,1334.516,1930.579
RBT05,0,37,1326.352,1927.539
RBT05,0,38,1318.36,1924.074
RBT05,0,39,1310.562,1920.191
RBT05,0,40,1302.98,1915.902
RBT05,0,41,1295.635,1911.219
RBT05,0,42,1288.548,1906.155
RBT05,0,43,1281.737,1900.723
RBT05,0,44,1275.223,1894.94
RBT05,0,45,1269.023,1888.821
RBT05,0,46,1263.154,1882.384
RBT05,0,47,1257.634,1875.646
RBT05,0,48,1252.476,1868.626
RBT05,0,49,1247.697,1861.343
RBT05,0,50,1243.308,1853.818
RBT05,0,51,1239.323,1846.073
RBT05,0,52,1235.752,1838.127
RBT05,0,53,1232.605,1830.004
RBT05,0,54,1229.891,1821.727
RBT05,0,55,1227.618,1813.318
RBT05,0,56,1225.792,1804.8
RBT05,0,57,1224.418,1796.198
RBT05,0,58,1223.5,1787.536
RBT05,0,59,1223.04,1778.837
RBT05,0,60,1223.04,1770.126
RBT05,0,61,1223.5,1761.427
RBT05,0,62,1224.418,1752.765
RBT05,0,63,1225.792,1744.163
RBT05,0,64,1227.618,1735.646
RBT05,0,65,1229.891,1727.236
RBT05,0,66,1232.605,1718.959
RBT05,0,67,1235.752,1710.836
RBT05,0,68,1239.323,1702.891
RBT05,0,69,1243.308,1695.145
RBT05,0,70,1247.697,1687.62
RBT05,0,71,1252.476,1680.338
RBT05,0,72,1257.634,1673.318
RBT05,0,73,1263.154,1666.579
