route_key,iteration,n_feasible_ant_paths,best_cost,best_distance_m,best_path_node_ids
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,0,20,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,1,45,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,2,48,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,3,49,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,4,59,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,5,59,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,6,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,7,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,8,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,9,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,10,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,11,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,12,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,13,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,14,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,15,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,16,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,17,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,18,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,19,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,20,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,21,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,22,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,23,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,24,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,25,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,26,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,27,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,28,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,29,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,30,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,31,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,32,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,33,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,34,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,35,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,36,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,37,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,38,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
TA018_MAJ020_DK04_to_DB01_to_FLZ04_FLZ_branch,39,60,16.726120146849592,10453.416374532662,2956;4494;3615;3476;7214;7213;8026;8533;8425;8141;4805
