route_key,iteration,n_feasible_ant_paths,best_cost,best_distance_m,best_path_node_ids
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,31,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,32,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,33,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,34,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,35,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,36,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,37,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,38,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,39,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,40,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,41,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,42,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,43,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,44,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,45,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,46,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,47,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,48,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,49,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,50,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,51,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,52,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,53,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,54,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,55,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,56,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,57,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,58,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,59,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,60,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,61,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,62,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,63,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,64,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,65,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,66,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,67,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,68,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,69,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,70,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,71,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,72,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,73,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,74,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,75,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,76,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,77,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,78,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
DK03_to_DB02_forward_to_FLZ03_FLZ_branch,79,60,15.750242591143543,8385.504011104835,8026;8533;7214;7213;7231;8425;8722;8719;8943;9104;9105;8127
