route_key,iteration,n_feasible_ant_paths,best_cost,best_distance_m,best_path_node_ids
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,0,19,18.110862036069577,9766.840803029294,3204;6728;8425;5615;4103;3008;3615;2811;2711;3996;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,1,45,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,2,58,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,3,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,4,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,5,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,6,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,7,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,8,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,9,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,10,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,11,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,12,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,13,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,14,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,15,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,16,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,17,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,18,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,19,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,20,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,21,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,22,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,23,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,24,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,25,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,26,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,27,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,28,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,29,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,30,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,31,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,32,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
TA035_MIN014_DK01_to_DB02_to_FLZ01_FLZ_branch,33,60,16.332547286696197,5174.708946281717,3204;3996;2711;2811;4805;3406
