route_key,iteration,n_feasible_ant_paths,best_cost,best_distance_m,best_path_node_ids
DK01_to_DB01_forward,0,205,5.891623790133498,4704.896905467056,7213;7214;8141;3996;3058;2956
DK01_to_DB01_forward,1,219,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,2,240,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,3,249,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,4,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,5,248,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,6,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,7,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,8,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,9,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,10,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,11,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,12,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,13,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,14,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,15,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,16,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,17,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,18,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,19,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,20,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,21,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,22,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,23,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,24,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,25,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,26,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,27,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,28,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,29,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,30,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,31,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,32,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,33,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,34,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
DK01_to_DB01_forward,35,250,4.6933916862727925,2699.3972193788813,7213;7214;3476;3058;2956
