route_key,iteration,n_feasible_ant_paths,best_cost,best_distance_m,best_path_node_ids
DB02_to_DK03_backward,0,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,1,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,2,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,3,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,4,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,5,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,6,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,7,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,8,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,9,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,10,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,11,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,12,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,13,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,14,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,15,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,16,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,17,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,18,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,19,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,20,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,21,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,22,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,23,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,24,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,25,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,26,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,27,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,28,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
DB02_to_DK03_backward,29,250,22.294345188490052,7795.685985852767,2711;4494;2956;4103;6728;9151;9253
