route_key,iteration,n_feasible_ant_paths,best_cost,best_distance_m,best_path_node_ids
DK03_to_DB01_forward,0,193,19.98408870149271,9638.61078300942,9253;9151;8425;6708;8533;5701;1955;5693;5292;2956
DK03_to_DB01_forward,1,219,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,2,244,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,3,250,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,4,250,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,5,250,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,6,250,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,7,250,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,8,250,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,9,250,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,10,250,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,11,250,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,12,250,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,13,250,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,14,250,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,15,250,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,16,250,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,17,250,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,18,250,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,19,250,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,20,250,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,21,250,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,22,250,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,23,250,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,24,250,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,25,250,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,26,250,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,27,250,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,28,250,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
DK03_to_DB01_forward,29,250,13.141034422490087,4454.866098662726,9253;9151;6728;4103;2956
