route_key,iteration,n_feasible_ant_paths,best_cost,best_distance_m,best_path_node_ids
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,0,48,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,1,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,2,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,3,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,4,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,5,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,6,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,7,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,8,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,9,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,10,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,11,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,12,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,13,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,14,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,15,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,16,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,17,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,18,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,19,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,20,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,21,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,22,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,23,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,24,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,25,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,26,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,27,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,28,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,29,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,30,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,31,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,32,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,33,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,34,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,35,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,36,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,37,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,38,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,39,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,40,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,41,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,42,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,43,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,44,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,45,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,46,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,47,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,48,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,49,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,50,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,51,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,52,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,53,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,54,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,55,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
DB02_to_DK01_backward_to_FLZ01_FLZ_branch,56,60,8.319381735753312,3299.9388610825063,3008;3996;5615;3406
