route_key,iteration,n_feasible_ant_paths,best_cost,best_distance_m,best_path_node_ids
DB02_to_DK01_backward,0,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,1,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,2,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,3,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,4,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,5,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,6,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,7,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,8,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,9,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,10,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,11,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,12,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,13,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,14,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,15,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,16,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,17,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,18,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,19,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,20,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,21,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,22,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,23,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,24,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,25,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,26,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,27,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,28,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
DB02_to_DK01_backward,29,250,55.1283817575147,10344.970803441309,2711;3008;4479;3058;2956;3996;4494;3615;4805;6728;7213
