route_key,iteration,n_feasible_ant_paths,best_cost,best_distance_m,best_path_node_ids
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,0,42,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,1,59,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,2,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,3,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,4,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,5,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,6,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,7,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,8,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,9,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,10,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,11,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,12,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,13,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,14,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,15,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,16,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,17,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,18,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,19,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,20,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,21,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,22,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,23,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,24,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,25,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,26,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,27,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,28,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,29,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,30,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,31,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,32,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,33,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,34,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,35,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,36,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
TA036_MIN015_DK03_to_DB02_to_FLZ04_FLZ_branch,37,60,7.182588685409286,3625.2515967119916,5615;2711;2811;4805
