route_key,iteration,n_feasible_ant_paths,best_cost,best_distance_m,best_path_node_ids
DK05_to_DB01_forward,0,224,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,1,246,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,2,249,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,3,246,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,4,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,5,243,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,6,249,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,7,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,8,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,9,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,10,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,11,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,12,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,13,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,14,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,15,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,16,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,17,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,18,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,19,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,20,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,21,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,22,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,23,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,24,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,25,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,26,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,27,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,28,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,29,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,30,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,31,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,32,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,33,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,34,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,35,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,36,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,37,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,38,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,39,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,40,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,41,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
DK05_to_DB01_forward,42,250,15.830713410525732,5974.945517018295,9104;8533;4103;3058;2956
