route_key,iteration,n_feasible_ant_paths,best_cost,best_distance_m,best_path_node_ids
DB01_to_DK01_backward_to_FLZ03_FLZ_branch,0,60,16.098621297953393,7661.788775412157,7214;7213;8533;8026;7231;8425;8141;8722;8719;8413;9312;8127
DB01_to_DK01_backward_to_FLZ03_FLZ_branch,1,60,16.098621297953393,7661.788775412157,7214;7213;8533;8026;7231;8425;8141;8722;8719;8413;9312;8127
DB01_to_DK01_backward_to_FLZ03_FLZ_branch,2,60,16.098621297953393,7661.788775412157,7214;7213;8533;8026;7231;8425;8141;8722;8719;8413;9312;8127
DB01_to_DK01_backward_to_FLZ03_FLZ_branch,3,60,16.098621297953393,7661.788775412157,7214;7213;8533;8026;7231;8425;8141;8722;8719;8413;9312;8127
DB01_to_DK01_backward_to_FLZ03_FLZ_branch,4,60,16.098621297953393,7661.788775412157,7214;7213;8533;8026;7231;8425;8141;8722;8719;8413;9312;8127
DB01_to_DK01_backward_to_FLZ03_FLZ_branch,5,60,16.098621297953393,7661.788775412157,7214;7213;8533;8026;7231;8425;8141;8722;8719;8413;9312;8127
DB01_to_DK01_backward_to_FLZ03_FLZ_branch,6,60,16.098621297953393,7661.788775412157,7214;7213;8533;8026;7231;8425;8141;8722;8719;8413;9312;8127
DB01_to_DK01_backward_to_FLZ03_FLZ_branch,7,60,16.098621297953393,7661.788775412157,7214;7213;8533;8026;7231;8425;8141;8722;8719;8413;9312;8127
DB01_to_DK01_backward_to_FLZ03_FLZ_branch,8,60,16.098621297953393,7661.788775412157,7214;7213;8533;8026;7231;8425;8141;8722;8719;8413;9312;8127
DB01_to_DK01_backward_to_FLZ03_FLZ_branch,9,60,16.098621297953393,7661.788775412157,7214;7213;8533;8026;7231;8425;8141;8722;8719;8413;9312;8127
DB01_to_DK01_backward_to_FLZ03_FLZ_branch,10,60,16.098621297953393,7661.788775412157,7214;7213;8533;8026;7231;8425;8141;8722;8719;8413;9312;8127
DB01_to_DK01_backward_to_FLZ03_FLZ_branch,11,60,16.098621297953393,7661.788775412157,7214;7213;8533;8026;7231;8425;8141;8722;8719;8413;9312;8127
DB01_to_DK01_backward_to_FLZ03_FLZ_branch,12,60,16.098621297953393,7661.788775412157,7214;7213;8533;8026;7231;8425;8141;8722;8719;8413;9312;8127
DB01_to_DK01_backward_to_FLZ03_FLZ_branch,13,60,16.098621297953393,7661.788775412157,7214;7213;8533;8026;7231;8425;8141;8722;8719;8413;9312;8127
