route_key,iteration,n_feasible_ant_paths,best_cost,best_distance_m,best_path_node_ids
DK06_to_DB01_forward_to_FLZ04_FLZ_branch,0,60,13.89617072114371,4778.435431254446,4103;3996;5615;3008;2811;2711;4805
DK06_to_DB01_forward_to_FLZ04_FLZ_branch,1,60,13.89617072114371,4778.435431254446,4103;3996;5615;3008;2811;2711;4805
DK06_to_DB01_forward_to_FLZ04_FLZ_branch,2,60,13.89617072114371,4778.435431254446,4103;3996;5615;3008;2811;2711;4805
DK06_to_DB01_forward_to_FLZ04_FLZ_branch,3,60,13.89617072114371,4778.435431254446,4103;3996;5615;3008;2811;2711;4805
DK06_to_DB01_forward_to_FLZ04_FLZ_branch,4,60,13.89617072114371,4778.435431254446,4103;3996;5615;3008;2811;2711;4805
DK06_to_DB01_forward_to_FLZ04_FLZ_branch,5,60,13.89617072114371,4778.435431254446,4103;3996;5615;3008;2811;2711;4805
DK06_to_DB01_forward_to_FLZ04_FLZ_branch,6,60,13.89617072114371,4778.435431254446,4103;3996;5615;3008;2811;2711;4805
DK06_to_DB01_forward_to_FLZ04_FLZ_branch,7,60,13.89617072114371,4778.435431254446,4103;3996;5615;3008;2811;2711;4805
DK06_to_DB01_forward_to_FLZ04_FLZ_branch,8,60,13.89617072114371,4778.435431254446,4103;3996;5615;3008;2811;2711;4805
DK06_to_DB01_forward_to_FLZ04_FLZ_branch,9,60,13.89617072114371,4778.435431254446,4103;3996;5615;3008;2811;2711;4805
DK06_to_DB01_forward_to_FLZ04_FLZ_branch,10,60,13.89617072114371,4778.435431254446,4103;3996;5615;3008;2811;2711;4805
DK06_to_DB01_forward_to_FLZ04_FLZ_branch,11,60,13.89617072114371,4778.435431254446,4103;3996;5615;3008;2811;2711;4805
DK06_to_DB01_forward_to_FLZ04_FLZ_branch,12,60,13.89617072114371,4778.435431254446,4103;3996;5615;3008;2811;2711;4805
DK06_to_DB01_forward_to_FLZ04_FLZ_branch,13,60,13.89617072114371,4778.435431254446,4103;3996;5615;3008;2811;2711;4805
DK06_to_DB01_forward_to_FLZ04_FLZ_branch,14,60,13.89617072114371,4778.435431254446,4103;3996;5615;3008;2811;2711;4805
DK06_to_DB01_forward_to_FLZ04_FLZ_branch,15,60,13.89617072114371,4778.435431254446,4103;3996;5615;3008;2811;2711;4805
DK06_to_DB01_forward_to_FLZ04_FLZ_branch,16,60,13.89617072114371,4778.435431254446,4103;3996;5615;3008;2811;2711;4805
DK06_to_DB01_forward_to_FLZ04_FLZ_branch,17,60,13.89617072114371,4778.435431254446,4103;3996;5615;3008;2811;2711;4805
DK06_to_DB01_forward_to_FLZ04_FLZ_branch,18,60,13.89617072114371,4778.435431254446,4103;3996;5615;3008;2811;2711;4805
