route_key,iteration,n_feasible_ant_paths,best_cost,best_distance_m,best_path_node_ids
DK04_to_DB02_forward,0,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,1,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,2,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,3,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,4,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,5,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,6,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,7,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,8,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,9,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,10,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,11,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,12,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,13,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,14,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,15,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,16,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,17,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,18,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,19,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,20,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,21,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,22,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,23,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,24,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,25,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,26,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,27,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,28,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
DK04_to_DB02_forward,29,250,34.86735312837079,5416.437790298209,2329;4046;3476;4805;2811;2711
