route_key,iteration,n_feasible_ant_paths,best_cost,best_distance_m,best_path_node_ids
DK06_to_DB02_forward,0,193,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,1,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,2,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,3,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,4,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,5,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,6,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,7,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,8,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,9,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,10,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,11,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,12,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,13,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,14,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,15,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,16,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,17,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,18,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,19,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,20,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,21,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,22,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,23,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,24,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,25,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,26,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,27,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,28,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
DK06_to_DB02_forward,29,250,47.37116537048407,7539.759210911796,8719;8533;8127;5693;5701;3058;2956;4103;2711
