route_key,iteration,n_feasible_ant_paths,best_cost,best_distance_m,best_path_node_ids
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,0,16,32.4537201153085,18130.81818419319,3058;2956;5292;3476;3996;4103;7231;8026;8533;8722;8719;8943;8425;6708;6728;7214;7213;7208;8141;5701;1955;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,1,23,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,2,23,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,3,34,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,4,41,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,5,57,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,6,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,7,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,8,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,9,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,10,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,11,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,12,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,13,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,14,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,15,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,16,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,17,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,18,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,19,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,20,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,21,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,22,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,23,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,24,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,25,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,26,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,27,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,28,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,29,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,30,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,31,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,32,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,33,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,34,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,35,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,36,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,37,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,38,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,39,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
TA006_MAJ014_DK04_to_DB01_to_FLZ04_FLZ_branch,40,60,29.9536095616652,14474.756235763405,3058;2956;5292;3476;3996;4103;7231;8026;7213;7214;6728;9151;9253;5615;3615;3204;3008;2811;2711;4805
