route_key,iteration,n_feasible_ant_paths,best_cost,best_distance_m,best_path_node_ids
TA011_MAJ006_DK06_to_DB01_to_FLZ03_FLZ_branch,0,11,45.1336882058506,23956.005432048965,8026;7214;7213;6708;7231;8722;8943;6291;6728;8425;8533;9253;9151;9104;9105;8413;8719;5615;2711;2811;3615;4805;4103;3996;8141;7208;8127
TA011_MAJ006_DK06_to_DB01_to_FLZ03_FLZ_branch,1,32,12.748522572087714,6276.925074503475,8026;8533;8425;5693;6728;6291;8127
TA011_MAJ006_DK06_to_DB01_to_FLZ03_FLZ_branch,2,41,12.748522572087714,6276.925074503475,8026;8533;8425;5693;6728;6291;8127
TA011_MAJ006_DK06_to_DB01_to_FLZ03_FLZ_branch,3,51,12.748522572087714,6276.925074503475,8026;8533;8425;5693;6728;6291;8127
TA011_MAJ006_DK06_to_DB01_to_FLZ03_FLZ_branch,4,51,12.748522572087714,6276.925074503475,8026;8533;8425;5693;6728;6291;8127
TA011_MAJ006_DK06_to_DB01_to_FLZ03_FLZ_branch,5,59,12.748522572087714,6276.925074503475,8026;8533;8425;5693;6728;6291;8127
TA011_MAJ006_DK06_to_DB01_to_FLZ03_FLZ_branch,6,60,12.748522572087714,6276.925074503475,8026;8533;8425;5693;6728;6291;8127
TA011_MAJ006_DK06_to_DB01_to_FLZ03_FLZ_branch,7,57,12.748522572087714,6276.925074503475,8026;8533;8425;5693;6728;6291;8127
TA011_MAJ006_DK06_to_DB01_to_FLZ03_FLZ_branch,8,58,12.748522572087714,6276.925074503475,8026;8533;8425;5693;6728;6291;8127
TA011_MAJ006_DK06_to_DB01_to_FLZ03_FLZ_branch,9,60,12.748522572087714,6276.925074503475,8026;8533;8425;5693;6728;6291;8127
TA011_MAJ006_DK06_to_DB01_to_FLZ03_FLZ_branch,10,60,12.748522572087714,6276.925074503475,8026;8533;8425;5693;6728;6291;8127
TA011_MAJ006_DK06_to_DB01_to_FLZ03_FLZ_branch,11,60,12.748522572087714,6276.925074503475,8026;8533;8425;5693;6728;6291;8127
TA011_MAJ006_DK06_to_DB01_to_FLZ03_FLZ_branch,12,60,12.748522572087714,6276.925074503475,8026;8533;8425;5693;6728;6291;8127
TA011_MAJ006_DK06_to_DB01_to_FLZ03_FLZ_branch,13,60,12.748522572087714,6276.925074503475,8026;8533;8425;5693;6728;6291;8127
TA011_MAJ006_DK06_to_DB01_to_FLZ03_FLZ_branch,14,60,12.748522572087714,6276.925074503475,8026;8533;8425;5693;6728;6291;8127
TA011_MAJ006_DK06_to_DB01_to_FLZ03_FLZ_branch,15,60,12.748522572087714,6276.925074503475,8026;8533;8425;5693;6728;6291;8127
TA011_MAJ006_DK06_to_DB01_to_FLZ03_FLZ_branch,16,60,12.748522572087714,6276.925074503475,8026;8533;8425;5693;6728;6291;8127
TA011_MAJ006_DK06_to_DB01_to_FLZ03_FLZ_branch,17,60,12.748522572087714,6276.925074503475,8026;8533;8425;5693;6728;6291;8127
TA011_MAJ006_DK06_to_DB01_to_FLZ03_FLZ_branch,18,60,12.748522572087714,6276.925074503475,8026;8533;8425;5693;6728;6291;8127
TA011_MAJ006_DK06_to_DB01_to_FLZ03_FLZ_branch,19,60,12.748522572087714,6276.925074503475,8026;8533;8425;5693;6728;6291;8127
TA011_MAJ006_DK06_to_DB01_to_FLZ03_FLZ_branch,20,60,12.748522572087714,6276.925074503475,8026;8533;8425;5693;6728;6291;8127
TA011_MAJ006_DK06_to_DB01_to_FLZ03_FLZ_branch,21,60,12.748522572087714,6276.925074503475,8026;8533;8425;5693;6728;6291;8127
