route_key,iteration,n_feasible_ant_paths,best_cost,best_distance_m,best_path_node_ids
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,0,57,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,1,58,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,2,59,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,3,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,4,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,5,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,6,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,7,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,8,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,9,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,10,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,11,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,12,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,13,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,14,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,15,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,16,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,17,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,18,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,19,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,20,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,21,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,22,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,23,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,24,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,25,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,26,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,27,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,28,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,29,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,30,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,31,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,32,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,33,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,34,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,35,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,36,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,37,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,38,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,39,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,40,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,41,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,42,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,43,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,44,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,45,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,46,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,47,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,48,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,49,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,50,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,51,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,52,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,53,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,54,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,55,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,56,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,57,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,58,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,59,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,60,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,61,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,62,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,63,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,64,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,65,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,66,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,67,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,68,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,69,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
TA002_MAJ018_DK01_to_DB02_to_FLZ03_FLZ_branch,70,60,11.14640789183591,5435.073351269406,8026;8425;8533;8141;9104;9105;8127
