route_key,iteration,n_feasible_ant_paths,best_cost,best_distance_m,best_path_node_ids
TA007_MAJ005_DK01_to_DB01_to_FLZ03_FLZ_branch,23,60,32.37769307081747,19191.19551124801,7214;7213;8026;7231;4103;3996;3476;5292;2956;3058;4494;1955;5693;8141;6708;8943;7208;5701;6291;8127
TA007_MAJ005_DK01_to_DB01_to_FLZ03_FLZ_branch,24,60,32.37769307081747,19191.19551124801,7214;7213;8026;7231;4103;3996;3476;5292;2956;3058;4494;1955;5693;8141;6708;8943;7208;5701;6291;8127
TA007_MAJ005_DK01_to_DB01_to_FLZ03_FLZ_branch,25,60,32.37769307081747,19191.19551124801,7214;7213;8026;7231;4103;3996;3476;5292;2956;3058;4494;1955;5693;8141;6708;8943;7208;5701;6291;8127
TA007_MAJ005_DK01_to_DB01_to_FLZ03_FLZ_branch,26,60,32.37769307081747,19191.19551124801,7214;7213;8026;7231;4103;3996;3476;5292;2956;3058;4494;1955;5693;8141;6708;8943;7208;5701;6291;8127
TA007_MAJ005_DK01_to_DB01_to_FLZ03_FLZ_branch,27,60,32.37769307081747,19191.19551124801,7214;7213;8026;7231;4103;3996;3476;5292;2956;3058;4494;1955;5693;8141;6708;8943;7208;5701;6291;8127
TA007_MAJ005_DK01_to_DB01_to_FLZ03_FLZ_branch,28,60,32.37769307081747,19191.19551124801,7214;7213;8026;7231;4103;3996;3476;5292;2956;3058;4494;1955;5693;8141;6708;8943;7208;5701;6291;8127
TA007_MAJ005_DK01_to_DB01_to_FLZ03_FLZ_branch,29,60,32.37769307081747,19191.19551124801,7214;7213;8026;7231;4103;3996;3476;5292;2956;3058;4494;1955;5693;8141;6708;8943;7208;5701;6291;8127
TA007_MAJ005_DK01_to_DB01_to_FLZ03_FLZ_branch,30,60,32.37769307081747,19191.19551124801,7214;7213;8026;7231;4103;3996;3476;5292;2956;3058;4494;1955;5693;8141;6708;8943;7208;5701;6291;8127
TA007_MAJ005_DK01_to_DB01_to_FLZ03_FLZ_branch,31,60,32.37769307081747,19191.19551124801,7214;7213;8026;7231;4103;3996;3476;5292;2956;3058;4494;1955;5693;8141;6708;8943;7208;5701;6291;8127
TA007_MAJ005_DK01_to_DB01_to_FLZ03_FLZ_branch,32,60,32.37769307081747,19191.19551124801,7214;7213;8026;7231;4103;3996;3476;5292;2956;3058;4494;1955;5693;8141;6708;8943;7208;5701;6291;8127
TA007_MAJ005_DK01_to_DB01_to_FLZ03_FLZ_branch,33,60,32.37769307081747,19191.19551124801,7214;7213;8026;7231;4103;3996;3476;5292;2956;3058;4494;1955;5693;8141;6708;8943;7208;5701;6291;8127
TA007_MAJ005_DK01_to_DB01_to_FLZ03_FLZ_branch,34,60,32.37769307081747,19191.19551124801,7214;7213;8026;7231;4103;3996;3476;5292;2956;3058;4494;1955;5693;8141;6708;8943;7208;5701;6291;8127
TA007_MAJ005_DK01_to_DB01_to_FLZ03_FLZ_branch,35,60,32.37769307081747,19191.19551124801,7214;7213;8026;7231;4103;3996;3476;5292;2956;3058;4494;1955;5693;8141;6708;8943;7208;5701;6291;8127
TA007_MAJ005_DK01_to_DB01_to_FLZ03_FLZ_branch,36,60,32.37769307081747,19191.19551124801,7214;7213;8026;7231;4103;3996;3476;5292;2956;3058;4494;1955;5693;8141;6708;8943;7208;5701;6291;8127
TA007_MAJ005_DK01_to_DB01_to_FLZ03_FLZ_branch,37,60,32.37769307081747,19191.19551124801,7214;7213;8026;7231;4103;3996;3476;5292;2956;3058;4494;1955;5693;8141;6708;8943;7208;5701;6291;8127
TA007_MAJ005_DK01_to_DB01_to_FLZ03_FLZ_branch,38,60,32.37769307081747,19191.19551124801,7214;7213;8026;7231;4103;3996;3476;5292;2956;3058;4494;1955;5693;8141;6708;8943;7208;5701;6291;8127
TA007_MAJ005_DK01_to_DB01_to_FLZ03_FLZ_branch,39,60,32.37769307081747,19191.19551124801,7214;7213;8026;7231;4103;3996;3476;5292;2956;3058;4494;1955;5693;8141;6708;8943;7208;5701;6291;8127
TA007_MAJ005_DK01_to_DB01_to_FLZ03_FLZ_branch,40,60,32.37769307081747,19191.19551124801,7214;7213;8026;7231;4103;3996;3476;5292;2956;3058;4494;1955;5693;8141;6708;8943;7208;5701;6291;8127
TA007_MAJ005_DK01_to_DB01_to_FLZ03_FLZ_branch,41,60,32.37769307081747,19191.19551124801,7214;7213;8026;7231;4103;3996;3476;5292;2956;3058;4494;1955;5693;8141;6708;8943;7208;5701;6291;8127
TA007_MAJ005_DK01_to_DB01_to_FLZ03_FLZ_branch,42,60,32.37769307081747,19191.19551124801,7214;7213;8026;7231;4103;3996;3476;5292;2956;3058;4494;1955;5693;8141;6708;8943;7208;5701;6291;8127
