route_key,iteration,n_feasible_ant_paths,best_cost,best_distance_m,best_path_node_ids
TA014_MAJ017_DK01_to_DB02_to_FLZ04_FLZ_branch,0,23,40.32720177729696,22154.30861801871,3996;3204;7231;4103;3476;7208;5693;5701;6291;8127;8943;7214;7213;8533;8026;6728;6708;8141;4479;1555;4805
TA014_MAJ017_DK01_to_DB02_to_FLZ04_FLZ_branch,1,37,14.875792686071234,7789.296324669502,3996;2811;2711;3008;3615;4479;1555;4805
TA014_MAJ017_DK01_to_DB02_to_FLZ04_FLZ_branch,2,45,14.875792686071234,7789.296324669502,3996;2811;2711;3008;3615;4479;1555;4805
TA014_MAJ017_DK01_to_DB02_to_FLZ04_FLZ_branch,3,43,14.875792686071234,7789.296324669502,3996;2811;2711;3008;3615;4479;1555;4805
TA014_MAJ017_DK01_to_DB02_to_FLZ04_FLZ_branch,4,48,14.875792686071234,7789.296324669502,3996;2811;2711;3008;3615;4479;1555;4805
TA014_MAJ017_DK01_to_DB02_to_FLZ04_FLZ_branch,5,57,14.875792686071234,7789.296324669502,3996;2811;2711;3008;3615;4479;1555;4805
TA014_MAJ017_DK01_to_DB02_to_FLZ04_FLZ_branch,6,50,14.875792686071234,7789.296324669502,3996;2811;2711;3008;3615;4479;1555;4805
TA014_MAJ017_DK01_to_DB02_to_FLZ04_FLZ_branch,7,56,14.875792686071234,7789.296324669502,3996;2811;2711;3008;3615;4479;1555;4805
TA014_MAJ017_DK01_to_DB02_to_FLZ04_FLZ_branch,8,59,14.875792686071234,7789.296324669502,3996;2811;2711;3008;3615;4479;1555;4805
TA014_MAJ017_DK01_to_DB02_to_FLZ04_FLZ_branch,9,60,14.875792686071234,7789.296324669502,3996;2811;2711;3008;3615;4479;1555;4805
TA014_MAJ017_DK01_to_DB02_to_FLZ04_FLZ_branch,10,60,14.875792686071234,7789.296324669502,3996;2811;2711;3008;3615;4479;1555;4805
TA014_MAJ017_DK01_to_DB02_to_FLZ04_FLZ_branch,11,60,14.875792686071234,7789.296324669502,3996;2811;2711;3008;3615;4479;1555;4805
TA014_MAJ017_DK01_to_DB02_to_FLZ04_FLZ_branch,12,60,14.875792686071234,7789.296324669502,3996;2811;2711;3008;3615;4479;1555;4805
TA014_MAJ017_DK01_to_DB02_to_FLZ04_FLZ_branch,13,60,14.875792686071234,7789.296324669502,3996;2811;2711;3008;3615;4479;1555;4805
TA014_MAJ017_DK01_to_DB02_to_FLZ04_FLZ_branch,14,60,14.875792686071234,7789.296324669502,3996;2811;2711;3008;3615;4479;1555;4805
TA014_MAJ017_DK01_to_DB02_to_FLZ04_FLZ_branch,15,60,14.875792686071234,7789.296324669502,3996;2811;2711;3008;3615;4479;1555;4805
TA014_MAJ017_DK01_to_DB02_to_FLZ04_FLZ_branch,16,60,14.875792686071234,7789.296324669502,3996;2811;2711;3008;3615;4479;1555;4805
TA014_MAJ017_DK01_to_DB02_to_FLZ04_FLZ_branch,17,60,14.875792686071234,7789.296324669502,3996;2811;2711;3008;3615;4479;1555;4805
TA014_MAJ017_DK01_to_DB02_to_FLZ04_FLZ_branch,18,60,14.875792686071234,7789.296324669502,3996;2811;2711;3008;3615;4479;1555;4805
TA014_MAJ017_DK01_to_DB02_to_FLZ04_FLZ_branch,19,60,14.875792686071234,7789.296324669502,3996;2811;2711;3008;3615;4479;1555;4805
TA014_MAJ017_DK01_to_DB02_to_FLZ04_FLZ_branch,20,60,14.875792686071234,7789.296324669502,3996;2811;2711;3008;3615;4479;1555;4805
TA014_MAJ017_DK01_to_DB02_to_FLZ04_FLZ_branch,21,60,14.875792686071234,7789.296324669502,3996;2811;2711;3008;3615;4479;1555;4805
TA014_MAJ017_DK01_to_DB02_to_FLZ04_FLZ_branch,22,60,14.875792686071234,7789.296324669502,3996;2811;2711;3008;3615;4479;1555;4805
TA014_MAJ017_DK01_to_DB02_to_FLZ04_FLZ_branch,23,60,14.875792686071234,7789.296324669502,3996;2811;2711;3008;3615;4479;1555;4805
TA014_MAJ017_DK01_to_DB02_to_FLZ04_FLZ_branch,24,60,14.875792686071234,7789.296324669502,3996;2811;2711;3008;3615;4479;1555;4805
