route_key,iteration,n_feasible_ant_paths,best_cost,best_distance_m,best_path_node_ids
DK03_to_DB02_forward,0,178,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,1,249,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,2,249,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,3,250,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,4,250,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,5,250,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,6,250,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,7,250,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,8,250,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,9,250,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,10,250,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,11,250,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,12,250,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,13,250,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,14,250,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,15,250,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,16,250,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,17,250,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,18,250,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,19,250,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,20,250,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,21,250,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,22,250,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,23,250,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,24,250,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,25,250,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,26,250,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,27,250,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,28,250,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
DK03_to_DB02_forward,29,250,22.294345188490055,7795.685985852766,9253;9151;6728;4103;2956;4494;2711
