route_key,iteration,n_feasible_ant_paths,best_cost,best_distance_m,best_path_node_ids
DB01_to_DK01_backward_to_FLZ01_FLZ_branch,0,60,6.929984695148096,1211.9903894750883,3615;2711;2811;3406
DB01_to_DK01_backward_to_FLZ01_FLZ_branch,1,60,6.929984695148096,1211.9903894750883,3615;2711;2811;3406
DB01_to_DK01_backward_to_FLZ01_FLZ_branch,2,60,6.929984695148096,1211.9903894750883,3615;2711;2811;3406
DB01_to_DK01_backward_to_FLZ01_FLZ_branch,3,60,6.929984695148096,1211.9903894750883,3615;2711;2811;3406
DB01_to_DK01_backward_to_FLZ01_FLZ_branch,4,60,6.929984695148096,1211.9903894750883,3615;2711;2811;3406
DB01_to_DK01_backward_to_FLZ01_FLZ_branch,5,60,6.929984695148096,1211.9903894750883,3615;2711;2811;3406
DB01_to_DK01_backward_to_FLZ01_FLZ_branch,6,60,6.929984695148096,1211.9903894750883,3615;2711;2811;3406
DB01_to_DK01_backward_to_FLZ01_FLZ_branch,7,60,6.929984695148096,1211.9903894750883,3615;2711;2811;3406
DB01_to_DK01_backward_to_FLZ01_FLZ_branch,8,60,6.929984695148096,1211.9903894750883,3615;2711;2811;3406
DB01_to_DK01_backward_to_FLZ01_FLZ_branch,9,60,6.929984695148096,1211.9903894750883,3615;2711;2811;3406
DB01_to_DK01_backward_to_FLZ01_FLZ_branch,10,60,6.929984695148096,1211.9903894750883,3615;2711;2811;3406
DB01_to_DK01_backward_to_FLZ01_FLZ_branch,11,60,6.929984695148096,1211.9903894750883,3615;2711;2811;3406
DB01_to_DK01_backward_to_FLZ01_FLZ_branch,12,60,6.929984695148096,1211.9903894750883,3615;2711;2811;3406
DB01_to_DK01_backward_to_FLZ01_FLZ_branch,13,60,6.929984695148096,1211.9903894750883,3615;2711;2811;3406
DB01_to_DK01_backward_to_FLZ01_FLZ_branch,14,60,6.929984695148096,1211.9903894750883,3615;2711;2811;3406
DB01_to_DK01_backward_to_FLZ01_FLZ_branch,15,60,6.929984695148096,1211.9903894750883,3615;2711;2811;3406
