node_id,x,y,z,slowness,risk_obstacle,risk_ra,risk_total,obstacle_flag,ra_flag,objective_flag,label,label_prefix,is_candidate,candidate_type,candidate_id,route_hit_count
5044,4750.0,2450.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,7
5045,4800.0,2450.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,7
5046,4850.0,2450.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,8
5047,4900.0,2450.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,7
5048,4950.0,2450.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,5
5049,5000.0,2450.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,4
5050,0.0,2500.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,3
5051,50.0,2500.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,3
5052,100.0,2500.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,4
5053,150.0,2500.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,4
5054,200.0,2500.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,4
5055,250.0,2500.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,3
5056,300.0,2500.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,3
5057,350.0,2500.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,4
5058,400.0,2500.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,4
5059,450.0,2500.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,6
5060,500.0,2500.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,6
5061,550.0,2500.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,6
5062,600.0,2500.0,0.0,0.085,0.0,0.0,0.0,0,0,1,FLZ01,FLZ,False,,,5
5063,650.0,2500.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,4
5064,700.0,2500.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,5
5065,750.0,2500.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,4
5066,800.0,2500.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,6
5067,850.0,2500.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,5
5068,900.0,2500.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,6
5069,950.0,2500.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,7
5070,1000.0,2500.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,8
5071,1050.0,2500.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,7
