node_id,x,y,z,slowness,risk_obstacle,risk_ra,risk_total,obstacle_flag,ra_flag,objective_flag,label,label_prefix,is_candidate,candidate_type,candidate_id,route_hit_count
100,5000.0,0.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,0
101,0.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,0
102,50.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,0
103,100.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,0
104,150.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,0
105,200.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,1
106,250.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,1
107,300.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,1
108,350.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,2
109,400.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,2
110,450.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,2
111,500.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,3
112,550.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,3
113,600.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,3
114,650.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,4
115,700.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,4
116,750.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,4
117,800.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,True,major,TN14,7
118,850.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,7
119,900.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,7
120,950.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,7
121,1000.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,7
122,1050.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,7
123,1100.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,7
124,1150.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,7
125,1200.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,7
126,1250.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,5
127,1300.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,4
128,1350.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,4
129,1400.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,3
130,1450.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,3
131,1500.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,3
132,1550.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,3
133,1600.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,3
134,1650.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,3
135,1700.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,3
136,1750.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,2
137,1800.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,2
138,1850.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,2
139,1900.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,1
140,1950.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,1
141,2000.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,2
142,2050.0,50.0,0.0,0.085,0.0,0.0,0.0,0,0,0,NONE,NONE,False,,,2
