node_key,node_id,x,y,z,slowness,label,label_prefix,risk_total,flz_support,emergency_risk,hit_count,visit_count,pair_hit_count,direction_hit_count,route_type_hit_count,route_ids,pairs,directions,route_types,route_graph_degree,is_nofly,density_hit_count,is_flz,area_ix,area_iy,area_id
105,105,200.0,50.0,0.0,0.084998,NONE,NONE,0.0,5.4e-05,0.999946,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,0,0,0_0
106,106,250.0,50.0,0.0,0.084998,NONE,NONE,0.0,6.6e-05,0.999934,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,0,0,0_0
107,107,300.0,50.0,0.0,0.084997,NONE,NONE,0.0,8.2e-05,0.999918,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,0,0,0_0
108,108,350.0,50.0,0.0,0.084997,NONE,NONE,0.0,0.0001,0.9999,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,0,0,0_0
109,109,400.0,50.0,0.0,0.084996,NONE,NONE,0.0,0.000121,0.999879,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,0,0,0_0
110,110,450.0,50.0,0.0,0.084995,NONE,NONE,0.0,0.000147,0.999853,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,0,0,0_0
111,111,500.0,50.0,0.0,0.084994,NONE,NONE,0.0,0.000178,0.999822,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,0,0,0_0
112,112,550.0,50.0,0.0,0.084993,NONE,NONE,0.0,0.000214,0.999786,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,0,0,0_0
113,113,600.0,50.0,0.0,0.084991,NONE,NONE,0.0,0.000257,0.999743,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,0,0,0_0
114,114,650.0,50.0,0.0,0.08499,NONE,NONE,0.0,0.000307,0.999693,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,0,0,0_0
115,115,700.0,50.0,0.0,0.084988,NONE,NONE,0.0,0.000366,0.999634,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,0,0,0_0
116,116,750.0,50.0,0.0,0.084985,NONE,NONE,0.0,0.000433,0.999567,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,0,0,0_0
117,117,800.0,50.0,0.0,0.084983,NONE,NONE,0.0,0.000512,0.999488,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,0,0,0_0
118,118,850.0,50.0,0.0,0.08498,NONE,NONE,0.0,0.000602,0.999398,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,0,0,0_0
119,119,900.0,50.0,0.0,0.084976,NONE,NONE,0.0,0.000705,0.999295,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,0,0,0_0
120,120,950.0,50.0,0.0,0.084972,NONE,NONE,0.0,0.000822,0.999178,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,0,0,0_0
121,121,1000.0,50.0,0.0,0.084968,NONE,NONE,0.0,0.000956,0.999044,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,1,0,1_0
122,122,1050.0,50.0,0.0,0.084962,NONE,NONE,0.0,0.001106,0.998894,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,1,0,1_0
123,123,1100.0,50.0,0.0,0.084957,NONE,NONE,0.0,0.001276,0.998724,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,1,0,1_0
124,124,1150.0,50.0,0.0,10.0,NONE,NONE,1.0,0.001466,0.998534,0.0,0.0,0.0,0.0,0.0,,,,,0.0,True,0.0,False,1,0,1_0
125,125,1200.0,50.0,0.0,10.0,NONE,NONE,1.0,0.001677,0.998323,0.0,0.0,0.0,0.0,0.0,,,,,0.0,True,0.0,False,1,0,1_0
126,126,1250.0,50.0,0.0,10.0,NONE,NONE,1.0,0.001912,0.998088,0.0,0.0,0.0,0.0,0.0,,,,,0.0,True,0.0,False,1,0,1_0
127,127,1300.0,50.0,0.0,10.0,NONE,NONE,1.0,0.00217,0.99783,0.0,0.0,0.0,0.0,0.0,,,,,0.0,True,0.0,False,1,0,1_0
128,128,1350.0,50.0,0.0,10.0,NONE,NONE,1.0,0.002455,0.997545,0.0,0.0,0.0,0.0,0.0,,,,,0.0,True,0.0,False,1,0,1_0
129,129,1400.0,50.0,0.0,10.0,NONE,NONE,1.0,0.002765,0.997235,0.0,0.0,0.0,0.0,0.0,,,,,0.0,True,0.0,False,1,0,1_0
130,130,1450.0,50.0,0.0,10.0,NONE,NONE,1.0,0.003103,0.996897,0.0,0.0,0.0,0.0,0.0,,,,,0.0,True,0.0,False,1,0,1_0
131,131,1500.0,50.0,0.0,10.0,NONE,NONE,1.0,0.003656,0.996344,0.0,0.0,0.0,0.0,0.0,,,,,0.0,True,0.0,False,1,0,1_0
132,132,1550.0,50.0,0.0,10.0,NONE,NONE,1.0,0.004316,0.995684,0.0,0.0,0.0,0.0,0.0,,,,,0.0,True,0.0,False,1,0,1_0
133,133,1600.0,50.0,0.0,10.0,NONE,NONE,1.0,0.005076,0.994924,0.0,0.0,0.0,0.0,0.0,,,,,0.0,True,0.0,False,1,0,1_0
134,134,1650.0,50.0,0.0,0.084798,NONE,NONE,0.0,0.005946,0.994054,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,1,0,1_0
135,135,1700.0,50.0,0.0,0.084764,NONE,NONE,0.0,0.006938,0.993062,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,1,0,1_0
136,136,1750.0,50.0,0.0,0.084726,NONE,NONE,0.0,0.008064,0.991936,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,1,0,1_0
137,137,1800.0,50.0,0.0,0.084683,NONE,NONE,0.0,0.009336,0.990664,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,1,0,1_0
138,138,1850.0,50.0,0.0,0.084634,NONE,NONE,0.0,0.010767,0.989233,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,1,0,1_0
139,139,1900.0,50.0,0.0,0.084559,NONE,NONE,0.0,0.012962,0.987038,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,1,0,1_0
140,140,1950.0,50.0,0.0,0.084471,NONE,NONE,0.0,0.015544,0.984456,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,1,0,1_0
141,141,2000.0,50.0,0.0,0.084369,NONE,NONE,0.0,0.018568,0.981432,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,2,0,2_0
142,142,2050.0,50.0,0.0,0.084249,NONE,NONE,0.0,0.022093,0.977907,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,2,0,2_0
143,143,2100.0,50.0,0.0,0.08411,NONE,NONE,0.0,0.026185,0.973815,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,2,0,2_0
144,144,2150.0,50.0,0.0,0.083949,NONE,NONE,0.0,0.030913,0.969087,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,2,0,2_0
145,145,2200.0,50.0,0.0,0.083764,NONE,NONE,0.0,0.036354,0.963646,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,2,0,2_0
146,146,2250.0,50.0,0.0,0.083552,NONE,NONE,0.0,0.042585,0.957415,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,2,0,2_0
147,147,2300.0,50.0,0.0,0.083311,NONE,NONE,0.0,0.04969,0.95031,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,2,0,2_0
148,148,2350.0,50.0,0.0,0.083036,NONE,NONE,0.0,0.057754,0.942246,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,2,0,2_0
149,149,2400.0,50.0,0.0,0.082727,NONE,NONE,0.0,0.066865,0.933135,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,2,0,2_0
150,150,2450.0,50.0,0.0,0.082378,NONE,NONE,0.0,0.077112,0.922888,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,2,0,2_0
151,151,2500.0,50.0,0.0,0.081988,NONE,NONE,0.0,0.088582,0.911418,0.0,0.0,0.0,0.0,0.0,,,,,0.0,False,0.0,False,2,0,2_0
