route_id,pair,route_key,direction,route_type,route_rank,route_length_m,n_nodes,n_clusters_touched,cluster_sequence,cluster_coverage_sequence
DK02_to_DK03_forward_main_01,DK02_to_DK03,forward_main_01,forward,main,1,3388.477631085024,58,1,0,0:0.810
DK02_to_DK03_forward_main_03,DK02_to_DK03,forward_main_03,forward,main,3,3057.106781186548,58,1,0,0:0.672
DK02_to_DK03_forward_main_04,DK02_to_DK03,forward_main_04,forward,main,4,3057.106781186548,58,1,0,0:0.672
DK02_to_DK04_backward_backup_01,DK02_to_DK04,backward_backup_01,backward,backup,1,7602.6911934581185,134,1,0,0:0.679
DK02_to_DK04_backward_main_01,DK02_to_DK04,backward_main_01,backward,main,1,7773.4018715767725,137,1,0,0:0.526
DK02_to_DK04_backward_main_03,DK02_to_DK04,backward_main_03,backward,main,3,3139.949493661167,58,1,0,0:0.552
DK02_to_DK04_backward_main_04,DK02_to_DK04,backward_main_04,backward,main,4,3139.949493661167,58,1,0,0:0.552
DK02_to_DK04_forward_backup_01,DK02_to_DK04,forward_backup_01,forward,backup,1,6251.219330881976,102,1,0,0:0.647
DK02_to_DK04_forward_backup_02,DK02_to_DK04,forward_backup_02,forward,backup,2,8026.955262170047,140,1,0,0:0.307
DK02_to_DK04_forward_main_01,DK02_to_DK04,forward_main_01,forward,main,1,6109.797974644666,100,1,0,0:0.670
DK02_to_DK04_forward_main_02,DK02_to_DK04,forward_main_02,forward,main,2,7573.401871576774,133,1,0,0:0.752
DK02_to_DK04_forward_main_03,DK02_to_DK04,forward_main_03,forward,main,3,3139.9494936611663,58,1,0,0:0.552
DK02_to_DK04_forward_main_04,DK02_to_DK04,forward_main_04,forward,main,4,3139.9494936611663,58,1,0,0:0.552
DK02_to_DK05_backward_backup_01,DK02_to_DK05,backward_backup_01,backward,backup,1,7879.036790187178,130,1,0,0:0.500
DK02_to_DK05_backward_main_01,DK02_to_DK05,backward_main_01,backward,main,1,7125.483399593904,117,1,0,0:0.940
DK02_to_DK05_backward_main_03,DK02_to_DK05,backward_main_03,backward,main,3,665.685424949238,11,1,0,0:0.727
DK02_to_DK05_backward_main_04,DK02_to_DK05,backward_main_04,backward,main,4,665.685424949238,11,1,0,0:0.727
DK02_to_DK05_forward_backup_01,DK02_to_DK05,forward_backup_01,forward,backup,1,4579.898987322333,81,1,0,0:0.852
DK02_to_DK05_forward_main_01,DK02_to_DK05,forward_main_01,forward,main,1,4267.766952966369,76,1,0,0:0.974
DK02_to_DK05_forward_main_03,DK02_to_DK05,forward_main_03,forward,main,3,665.685424949238,11,1,0,0:0.727
DK02_to_DK05_forward_main_04,DK02_to_DK05,forward_main_04,forward,main,4,665.685424949238,11,1,0,0:0.727
DK02_to_DK06_backward_backup_01,DK02_to_DK06,backward_backup_01,backward,backup,1,6668.376618407357,112,1,0,0:0.679
DK02_to_DK06_backward_main_01,DK02_to_DK06,backward_main_01,backward,main,1,6273.401871576773,107,1,0,0:0.981
DK02_to_DK06_backward_main_03,DK02_to_DK06,backward_main_03,backward,main,3,1586.396103067893,29,1,0,0:0.690
DK02_to_DK06_backward_main_04,DK02_to_DK06,backward_main_04,backward,main,4,1586.396103067893,29,1,0,0:0.690
DK02_to_DK06_forward_backup_01,DK02_to_DK06,forward_backup_01,forward,backup,1,3629.8989873223336,62,1,0,0:0.871
DK02_to_DK06_forward_main_01,DK02_to_DK06,forward_main_01,forward,main,1,3234.9242404917495,57,1,0,0:0.965
DK02_to_DK06_forward_main_03,DK02_to_DK06,forward_main_03,forward,main,3,1586.396103067893,29,1,0,0:0.690
DK02_to_DK06_forward_main_04,DK02_to_DK06,forward_main_04,forward,main,4,1586.396103067893,29,1,0,0:0.690
DK03_to_DK04_backward_backup_01,DK03_to_DK04,backward_backup_01,backward,backup,1,5409.188309203679,98,1,0,0:0.724
DK03_to_DK04_backward_backup_02,DK03_to_DK04,backward_backup_02,backward,backup,2,4689.087296526012,72,1,0,0:0.264
DK03_to_DK04_backward_main_01,DK03_to_DK04,backward_main_01,backward,main,1,5379.898987322334,97,1,0,0:0.577
DK03_to_DK04_backward_main_02,DK03_to_DK04,backward_main_02,backward,main,2,4759.797974644666,73,1,0,0:0.233
DK03_to_DK04_backward_main_04,DK03_to_DK04,backward_main_04,backward,main,4,4618.3766184073575,71,1,0,0:0.465
DK03_to_DK04_forward_backup_01,DK03_to_DK04,forward_backup_01,forward,backup,1,4689.087296526012,72,1,0,0:0.264
DK03_to_DK04_forward_backup_02,DK03_to_DK04,forward_backup_02,forward,backup,2,5450.609665440988,98,1,0,0:0.296
DK03_to_DK04_forward_main_01,DK03_to_DK04,forward_main_01,forward,main,1,4618.3766184073575,71,1,0,0:0.465
DK03_to_DK04_forward_main_02,DK03_to_DK04,forward_main_02,forward,main,2,5521.320343559642,99,1,0,0:0.303
DK03_to_DK04_forward_main_04,DK03_to_DK04,forward_main_04,forward,main,4,4618.3766184073575,71,1,0,0:0.465
DK03_to_DK05_backward_backup_01,DK03_to_DK05,backward_backup_01,backward,backup,1,5949.137802864845,103,1,0,0:0.738
DK03_to_DK05_backward_main_01,DK03_to_DK05,backward_main_01,backward,main,1,5778.42712474619,100,1,0,0:0.710
DK03_to_DK05_backward_main_03,DK03_to_DK05,backward_main_03,backward,main,3,2420.710678118655,49,1,0,0:0.612
DK03_to_DK05_backward_main_04,DK03_to_DK05,backward_main_04,backward,main,4,2420.710678118655,49,1,0,0:0.612
DK03_to_DK05_forward_backup_01,DK03_to_DK05,forward_backup_01,forward,backup,1,2793.5028842544402,49,1,0,0:0.837
DK03_to_DK05_forward_main_01,DK03_to_DK05,forward_main_01,forward,main,1,2834.92424049175,49,1,0,0:0.816
DK03_to_DK05_forward_main_03,DK03_to_DK05,forward_main_03,forward,main,3,2420.710678118655,49,1,0,0:0.612
DK03_to_DK05_forward_main_04,DK03_to_DK05,forward_main_04,forward,main,4,2420.710678118655,49,1,0,0:0.612
DK03_to_DK06_backward_backup_01,DK03_to_DK06,backward_backup_01,backward,backup,1,4197.056274847714,75,1,0,0:0.680
DK03_to_DK06_backward_backup_02,DK03_to_DK06,backward_backup_02,backward,backup,2,7294.112549695428,127,2,0;1,0:0.268;1:0.031
DK03_to_DK06_backward_main_01,DK03_to_DK06,backward_main_01,backward,main,1,4926.34559672906,90,1,0,0:0.733
DK03_to_DK06_backward_main_02,DK03_to_DK06,backward_main_02,backward,main,2,7381.980515339465,130,2,0;1,0:0.200;1:0.038
DK03_to_DK06_backward_main_04,DK03_to_DK06,backward_main_04,backward,main,4,1553.553390593274,30,1,0,0:0.533
DK03_to_DK06_forward_backup_01,DK03_to_DK06,forward_backup_01,forward,backup,1,1802.081528017131,30,1,0,0:0.833
DK03_to_DK06_forward_backup_02,DK03_to_DK06,forward_backup_02,forward,backup,2,2826.3455967290593,48,1,0,0:0.583
DK03_to_DK06_forward_backup_03,DK03_to_DK06,forward_backup_03,forward,backup,3,7576.955262170048,131,2,1;0,1:0.023;0:0.221
DK03_to_DK06_forward_main_01,DK03_to_DK06,forward_main_01,forward,main,1,1802.081528017131,30,1,0,0:0.700
DK03_to_DK06_forward_main_02,DK03_to_DK06,forward_main_02,forward,main,2,6840.559159102155,120,2,1;0,1:0.008;0:0.717
DK03_to_DK06_forward_main_03,DK03_to_DK06,forward_main_03,forward,main,3,7547.665940288702,130,2,1;0,1:0.023;0:0.192
DK04_to_DK05_backward_backup_01,DK04_to_DK05,backward_backup_01,backward,backup,1,7892.640687119285,134,1,0,0:0.470
DK04_to_DK05_backward_main_01,DK04_to_DK05,backward_main_01,backward,main,1,6592.640687119286,108,1,0,0:0.741
DK04_to_DK05_backward_main_03,DK04_to_DK05,backward_main_03,backward,main,3,4124.873734152916,69,1,0,0:0.971
DK04_to_DK05_backward_main_04,DK04_to_DK05,backward_main_04,backward,main,4,4124.873734152916,69,1,0,0:0.971
DK04_to_DK05_forward_backup_01,DK04_to_DK05,forward_backup_01,forward,backup,1,5626.955262170048,92,1,0,0:0.663
DK04_to_DK05_forward_backup_02,DK04_to_DK05,forward_backup_02,forward,backup,2,6907.716446627535,123,1,0,0:0.699
DK04_to_DK05_forward_backup_03,DK04_to_DK05,forward_backup_03,forward,backup,3,6080.508652763321,99,1,0,0:0.222
DK04_to_DK05_forward_main_01,DK04_to_DK05,forward_main_01,forward,main,1,5556.244584051393,91,1,0,0:0.659
DK04_to_DK05_forward_main_02,DK04_to_DK05,forward_main_02,forward,main,2,7049.137802864845,125,1,0,0:0.528
DK04_to_DK05_forward_main_03,DK04_to_DK05,forward_main_03,forward,main,3,5797.665940288703,95,1,0,0:0.253
DK04_to_DK06_backward_backup_01,DK04_to_DK06,backward_backup_01,backward,backup,1,5881.980515339465,100,1,0,0:0.720
DK04_to_DK06_backward_main_01,DK04_to_DK06,backward_main_01,backward,main,1,5740.559159102155,98,1,0,0:0.765
DK04_to_DK06_backward_main_03,DK04_to_DK06,backward_main_03,backward,main,3,3709.1883092036783,64,1,0,0:0.719
DK04_to_DK06_backward_main_04,DK04_to_DK06,backward_main_04,backward,main,4,3709.1883092036783,64,1,0,0:0.719
DK04_to_DK06_forward_backup_01,DK04_to_DK06,forward_backup_01,forward,backup,1,4494.112549695428,71,1,0,0:0.563
DK04_to_DK06_forward_backup_02,DK04_to_DK06,forward_backup_02,forward,backup,2,5899.137802864845,102,1,0,0:0.725
DK04_to_DK06_forward_main_01,DK04_to_DK06,forward_main_01,forward,main,1,4523.401871576773,72,1,0,0:0.569
DK04_to_DK06_forward_main_02,DK04_to_DK06,forward_main_02,forward,main,2,6040.559159102155,104,1,0,0:0.625
DK04_to_DK06_forward_main_03,DK04_to_DK06,forward_main_03,forward,main,3,3709.1883092036787,64,1,0,0:0.719
DK04_to_DK06_forward_main_04,DK04_to_DK06,forward_main_04,forward,main,4,3709.1883092036787,64,1,0,0:0.719
DK05_to_DK06_backward_backup_01,DK05_to_DK06,backward_backup_01,backward,backup,1,6421.93000900063,105,1,0,0:0.752
DK05_to_DK06_backward_main_01,DK05_to_DK06,backward_main_01,backward,main,1,6139.087296526012,101,1,0,0:0.911
DK05_to_DK06_backward_main_03,DK05_to_DK06,backward_main_03,backward,main,3,1032.842712474619,20,1,0,0:0.500
DK05_to_DK06_backward_main_04,DK05_to_DK06,backward_main_04,backward,main,4,1032.842712474619,20,1,0,0:0.500
DK05_to_DK06_forward_backup_01,DK05_to_DK06,forward_backup_01,forward,backup,1,3005.6349186104044,52,1,0,0:0.942
DK05_to_DK06_forward_backup_02,DK05_to_DK06,forward_backup_02,forward,backup,2,7309.797974644666,124,1,0,0:0.685
DK05_to_DK06_forward_main_01,DK05_to_DK06,forward_main_01,forward,main,1,2681.370849898476,48,1,0,0:1.000
DK05_to_DK06_forward_main_02,DK05_to_DK06,forward_main_02,forward,main,2,7380.508652763322,125,1,0,0:0.680
DK05_to_DK06_forward_main_03,DK05_to_DK06,forward_main_03,forward,main,3,1032.842712474619,20,1,0,0:0.500
DK05_to_DK06_forward_main_04,DK05_to_DK06,forward_main_04,forward,main,4,1032.842712474619,20,1,0,0:0.500
