version,pair,route_key,start_label,end_label,direction,route_type,route_rank,success,message,distance_m,distance_km,total_cost,n_path_nodes,expanded_nodes,runtime_sec,mean_distance_to_main_m,duplicated_from_main,duplicated_from_previous_main,used_full_map_retry,safe_fallback,main_avoid_previous_radius_m,backup_corridor_m,backup_mean_offset_m,backup_min_offset_m,backup_separation_violation_pct,backup_separation_ok,backup_max_offset_m,distance_diff_m,flz_buffer_ok,flz_buffer_min_distance_m,flz_buffer_via,lock_mode,locked_overlap_nodes,locked_overlap_checked_nodes,locked_overlap_percent,mean_flz_support,mean_emergency_risk,mean_other_terminal_avoidance,mean_traffic_penalty_factor,route_file
v15,DK02_to_DK04,forward_main_04,DK02,DK04,forward,main,4,False,"Path found. [safe fallback attempted] Overlap with locked routes = 43/51 nodes (84.31%), exceeds limit 10.00%.",3139.9494936611663,3.1399494936611663,276.94396483145266,58,501,0.506415605545044,,,False,False,True,0.0,,,,,,,,,,,soft_lock,43,51,84.31372549019608,0.025348519659365687,0.9746514803406343,0.06305560008026297,1.0504444800642103,output/thetastar_master_plan/route_nodes/DK02_to_DK04_forward_main_04.csv
v15,DK02_to_DK04,forward_backup_04,DK02,DK04,forward,backup,4,False,Skipped because forward_main_04 failed.,,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK02_to_DK04,backward_main_01,DK04,DK02,backward,main,1,True,Path found. [safe fallback attempted],7773.4018715767725,7.773401871576772,717.868973095408,137,5912,6.902227401733398,,,False,True,True,100.0,,,,,,,,True,0.0,,strict_lock,0,124,0.0,0.49066569192191756,0.5093343080780824,0.3879577370583453,1.310366189646676,output/thetastar_master_plan/route_nodes/DK02_to_DK04_backward_main_01.csv
v15,DK02_to_DK04,backward_backup_01,DK04,DK02,backward,backup,1,True,Path found. [safe fallback attempted],7602.6911934581185,7.602691193458119,702.1624316171706,134,459,1.0265686511993408,48.134328358208954,False,False,True,True,,50.0,48.134328358208954,17.315627042119672,0.3424657534246575,True,50.0,-170.71067811865396,True,50.0,,strict_lock,0,121,0.0,0.4962988749416683,0.5037011250583316,0.3935077465427105,1.3148061972341685,output/thetastar_master_plan/route_nodes/DK02_to_DK04_backward_backup_01.csv
v15,DK02_to_DK04,backward_main_02,DK04,DK02,backward,main,2,False,"Rank skipped: 1 candidate main(s) tried, none had a viable backup; no new distinct main exists under the lock/overlap limits.",,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK02_to_DK04,backward_backup_02,DK04,DK02,backward,backup,2,False,Rank skipped: no main+backup couple found.,,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK02_to_DK04,backward_main_03,DK04,DK02,backward,main,3,False,"Path found. [safe fallback attempted] Overlap with locked routes = 43/51 nodes (84.31%), exceeds limit 10.00%.",3139.949493661167,3.1399494936611667,276.94396483145283,58,740,0.9640390872955322,,,False,False,True,0.0,,,,,,,,,,,soft_lock,43,51,84.31372549019608,0.025348519659365687,0.9746514803406342,0.06305560008026295,1.0504444800642105,output/thetastar_master_plan/route_nodes/DK02_to_DK04_backward_main_03.csv
v15,DK02_to_DK04,backward_backup_03,DK04,DK02,backward,backup,3,False,Skipped because backward_main_03 failed.,,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK02_to_DK04,backward_main_04,DK04,DK02,backward,main,4,False,"Path found. [safe fallback attempted] Overlap with locked routes = 43/51 nodes (84.31%), exceeds limit 10.00%.",3139.949493661167,3.1399494936611667,276.94396483145283,58,740,1.1892046928405762,,,False,False,True,0.0,,,,,,,,,,,soft_lock,43,51,84.31372549019608,0.025348519659365687,0.9746514803406342,0.06305560008026295,1.0504444800642105,output/thetastar_master_plan/route_nodes/DK02_to_DK04_backward_main_04.csv
v15,DK02_to_DK04,backward_backup_04,DK04,DK02,backward,backup,4,False,Skipped because backward_main_04 failed.,,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK02_to_DK05,forward_main_01,DK02,DK05,forward,main,1,True,Route forced through FLZ buffer via FLZ03.,4267.766952966369,4.267766952966369,450.52271974724533,76,2246,2.612457752227783,,,False,False,True,,,,,,,,,True,0.0,FLZ03,,0,0,0.0,0.507088017573615,0.492911982426385,,,output/thetastar_master_plan/route_nodes/DK02_to_DK05_forward_main_01.csv
v15,DK02_to_DK05,forward_backup_01,DK02,DK05,forward,backup,1,True,Backup forced through FLZ buffer via ring node NONE.,4579.898987322333,4.579898987322332,480.9514366583926,81,113,0.7518832683563232,45.06172839506173,False,False,False,True,,50.0,45.06172839506173,11.775519302858145,1.8518518518518519,True,50.0,312.1320343559637,True,35.35533905932738,NONE,no_lock,0,35,0.0,,,,,output/thetastar_master_plan/route_nodes/DK02_to_DK05_forward_backup_01.csv
v15,DK02_to_DK05,forward_main_02,DK02,DK05,forward,main,2,False,"Rank skipped: 9 candidate main(s) tried, none had a viable backup; no new distinct main exists under the lock/overlap limits.",,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK02_to_DK05,forward_backup_02,DK02,DK05,forward,backup,2,False,Rank skipped: no main+backup couple found.,,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK02_to_DK05,forward_main_03,DK02,DK05,forward,main,3,False,"Path found. Overlap with locked routes = 5/5 nodes (100.00%), exceeds limit 10.00%.",665.685424949238,0.665685424949238,55.182605131017176,11,51,0.3960285186767578,,,False,False,False,0.0,,,,,,,,,,,soft_lock,5,5,100.0,0.06647709909471837,0.9335229009052817,0.04404713156825662,1.0352377052546053,output/thetastar_master_plan/route_nodes/DK02_to_DK05_forward_main_03.csv
v15,DK02_to_DK05,forward_backup_03,DK02,DK05,forward,backup,3,False,Skipped because forward_main_03 failed.,,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK02_to_DK05,forward_main_04,DK02,DK05,forward,main,4,False,"Path found. Overlap with locked routes = 5/5 nodes (100.00%), exceeds limit 10.00%.",665.685424949238,0.665685424949238,55.182605131017176,11,51,0.32312703132629395,,,False,False,False,0.0,,,,,,,,,,,soft_lock,5,5,100.0,0.06647709909471837,0.9335229009052817,0.04404713156825662,1.0352377052546053,output/thetastar_master_plan/route_nodes/DK02_to_DK05_forward_main_04.csv
v15,DK02_to_DK05,forward_backup_04,DK02,DK05,forward,backup,4,False,Skipped because forward_main_04 failed.,,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK02_to_DK05,backward_main_01,DK05,DK02,backward,main,1,True,Route forced through FLZ buffer via FLZ04.,7125.483399593904,7.125483399593905,571.2807374159266,117,4055,2.8775899410247803,,,False,False,True,,,,,,,,,True,0.0,FLZ04,,3,99,3.0303030303030303,0.4021472188213909,0.5978527811786092,,,output/thetastar_master_plan/route_nodes/DK02_to_DK05_backward_main_01.csv
v15,DK02_to_DK05,backward_backup_01,DK05,DK02,backward,backup,1,True,Backup forced through FLZ buffer via ring node NONE.,7879.036790187178,7.879036790187178,628.0780501981317,130,231,1.1431643962860107,48.07692307692308,False,False,False,True,,50.0,48.07692307692308,0.2612242189567941,3.9603960396039604,True,50.0,753.5533905932734,True,50.0,NONE,soft_lock,6,103,5.825242718446602,,,,,output/thetastar_master_plan/route_nodes/DK02_to_DK05_backward_backup_01.csv
v15,DK02_to_DK05,backward_main_02,DK05,DK02,backward,main,2,False,"Rank skipped: 1 candidate main(s) tried, none had a viable backup; no new distinct main exists under the lock/overlap limits.",,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK02_to_DK05,backward_backup_02,DK05,DK02,backward,backup,2,False,Rank skipped: no main+backup couple found.,,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK02_to_DK05,backward_main_03,DK05,DK02,backward,main,3,False,"Path found. Overlap with locked routes = 5/5 nodes (100.00%), exceeds limit 10.00%.",665.685424949238,0.665685424949238,55.182605131017176,11,47,0.17533588409423828,,,False,False,False,0.0,,,,,,,,,,,soft_lock,5,5,100.0,0.06647709909471838,0.9335229009052817,0.04404713156825663,1.0352377052546056,output/thetastar_master_plan/route_nodes/DK02_to_DK05_backward_main_03.csv
v15,DK02_to_DK05,backward_backup_03,DK05,DK02,backward,backup,3,False,Skipped because backward_main_03 failed.,,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK02_to_DK05,backward_main_04,DK05,DK02,backward,main,4,False,"Path found. Overlap with locked routes = 5/5 nodes (100.00%), exceeds limit 10.00%.",665.685424949238,0.665685424949238,55.182605131017176,11,47,0.3247959613800049,,,False,False,False,0.0,,,,,,,,,,,soft_lock,5,5,100.0,0.06647709909471838,0.9335229009052817,0.04404713156825663,1.0352377052546056,output/thetastar_master_plan/route_nodes/DK02_to_DK05_backward_main_04.csv
v15,DK02_to_DK05,backward_backup_04,DK05,DK02,backward,backup,4,False,Skipped because backward_main_04 failed.,,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK02_to_DK06,forward_main_01,DK02,DK06,forward,main,1,True,Route forced through FLZ buffer via FLZ03.,3234.9242404917495,3.2349242404917495,327.4501785294908,57,1262,2.2119433879852295,,,False,False,True,,,,,,,,,True,0.0,FLZ03,,0,0,0.0,0.5562951742103246,0.4437048257896754,,,output/thetastar_master_plan/route_nodes/DK02_to_DK06_forward_main_01.csv
v15,DK02_to_DK06,forward_backup_01,DK02,DK06,forward,backup,1,True,Backup forced through FLZ buffer via ring node NONE.,3629.8989873223336,3.6298989873223335,362.2148103774175,62,129,0.9466047286987305,46.774193548387096,False,False,False,True,,50.0,46.774193548387096,7.877132016875397,2.3622047244094486,True,50.0,394.9747468305841,True,35.35533905932738,NONE,no_lock,0,45,0.0,,,,,output/thetastar_master_plan/route_nodes/DK02_to_DK06_forward_backup_01.csv
v15,DK02_to_DK06,forward_main_02,DK02,DK06,forward,main,2,False,"Rank skipped: 9 candidate main(s) tried, none had a viable backup; no new distinct main exists under the lock/overlap limits.",,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK02_to_DK06,forward_backup_02,DK02,DK06,forward,backup,2,False,Rank skipped: no main+backup couple found.,,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK02_to_DK06,forward_main_03,DK02,DK06,forward,main,3,False,"Path found. [safe fallback attempted] Overlap with locked routes = 14/23 nodes (60.87%), exceeds limit 10.00%.",1586.396103067893,1.5863961030678928,183.19534687923775,29,387,0.42975831031799316,,,False,False,True,0.0,,,,,,,,,,,soft_lock,14,23,60.869565217391305,0.24172638462927412,0.758273615370726,0.5947159752813612,1.4757727802250886,output/thetastar_master_plan/route_nodes/DK02_to_DK06_forward_main_03.csv
v15,DK02_to_DK06,forward_backup_03,DK02,DK06,forward,backup,3,False,Skipped because forward_main_03 failed.,,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK02_to_DK06,forward_main_04,DK02,DK06,forward,main,4,False,"Path found. [safe fallback attempted] Overlap with locked routes = 14/23 nodes (60.87%), exceeds limit 10.00%.",1586.396103067893,1.5863961030678928,183.19534687923775,29,387,0.4335298538208008,,,False,False,True,0.0,,,,,,,,,,,soft_lock,14,23,60.869565217391305,0.24172638462927412,0.758273615370726,0.5947159752813612,1.4757727802250886,output/thetastar_master_plan/route_nodes/DK02_to_DK06_forward_main_04.csv
v15,DK02_to_DK06,forward_backup_04,DK02,DK06,forward,backup,4,False,Skipped because forward_main_04 failed.,,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK02_to_DK06,backward_main_01,DK06,DK02,backward,main,1,True,Route forced through FLZ buffer via FLZ04.,6273.401871576773,6.273401871576773,471.91410499810934,107,3542,4.757398843765259,,,False,False,True,,,,,,,,,True,0.0,FLZ04,,4,94,4.25531914893617,0.5442972906972231,0.45570270930277695,,,output/thetastar_master_plan/route_nodes/DK02_to_DK06_backward_main_01.csv
v15,DK02_to_DK06,backward_backup_01,DK06,DK02,backward,backup,1,True,Path found. [safe fallback attempted],6668.376618407357,6.668376618407357,498.1509215512798,112,252,0.7530663013458252,48.214285714285715,False,False,True,True,,50.0,48.214285714285715,2.3307109854134254,3.1496062992125986,True,50.0,394.9747468305832,True,35.35533905932738,,soft_lock,2,100,2.0,0.5442350190778378,0.4557649809221623,0.13842497662233216,1.1107399812978656,output/thetastar_master_plan/route_nodes/DK02_to_DK06_backward_backup_01.csv
v15,DK02_to_DK06,backward_main_02,DK06,DK02,backward,main,2,False,"Rank skipped: 1 candidate main(s) tried, none had a viable backup; no new distinct main exists under the lock/overlap limits.",,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK02_to_DK06,backward_backup_02,DK06,DK02,backward,backup,2,False,Rank skipped: no main+backup couple found.,,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK02_to_DK06,backward_main_03,DK06,DK02,backward,main,3,False,"Path found. [safe fallback attempted] Overlap with locked routes = 12/23 nodes (52.17%), exceeds limit 10.00%.",1586.396103067893,1.5863961030678928,183.19534687923772,29,918,0.7211365699768066,,,False,False,True,0.0,,,,,,,,,,,soft_lock,12,23,52.17391304347826,0.24172638462927412,0.758273615370726,0.5947159752813614,1.4757727802250888,output/thetastar_master_plan/route_nodes/DK02_to_DK06_backward_main_03.csv
v15,DK02_to_DK06,backward_backup_03,DK06,DK02,backward,backup,3,False,Skipped because backward_main_03 failed.,,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK02_to_DK06,backward_main_04,DK06,DK02,backward,main,4,False,"Path found. [safe fallback attempted] Overlap with locked routes = 12/23 nodes (52.17%), exceeds limit 10.00%.",1586.396103067893,1.5863961030678928,183.19534687923772,29,918,0.7280237674713135,,,False,False,True,0.0,,,,,,,,,,,soft_lock,12,23,52.17391304347826,0.24172638462927412,0.758273615370726,0.5947159752813614,1.4757727802250888,output/thetastar_master_plan/route_nodes/DK02_to_DK06_backward_main_04.csv
v15,DK02_to_DK06,backward_backup_04,DK06,DK02,backward,backup,4,False,Skipped because backward_main_04 failed.,,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK03_to_DK04,forward_main_01,DK03,DK04,forward,main,1,True,Path found. [safe fallback attempted],4618.3766184073575,4.618376618407358,395.4351609472774,71,4568,4.412542819976807,,,False,False,True,,,,,,,,,True,70.71067811865476,,,0,0,0.0,0.36429672130658436,0.6357032786934156,0.24741058217867343,1.1979284657429388,output/thetastar_master_plan/route_nodes/DK03_to_DK04_forward_main_01.csv
v15,DK03_to_DK04,forward_backup_01,DK03,DK04,forward,backup,1,True,Path found. [safe fallback attempted],4689.087296526012,4.689087296526012,399.07186294281985,72,146,0.4918527603149414,47.22222222222222,False,False,False,True,,50.0,47.22222222222222,23.4563722055565,0.5714285714285714,True,50.0,70.71067811865487,True,35.35533905932738,,no_lock,0,64,0.0,0.3637814339311215,0.6362185660688785,0.236120163542748,1.1888961308341983,output/thetastar_master_plan/route_nodes/DK03_to_DK04_forward_backup_01.csv
v15,DK03_to_DK04,forward_main_02,DK03,DK04,forward,main,2,True,Path found. [safe fallback attempted],5521.320343559642,5.521320343559642,441.3205028792771,99,2981,3.001037120819092,,,False,False,True,100.0,,,,,,,,True,70.71067811865476,,strict_lock,0,89,0.0,0.48990578549395397,0.510094214506046,0.15613540193522374,1.124908321548179,output/thetastar_master_plan/route_nodes/DK03_to_DK04_forward_main_02.csv
v15,DK03_to_DK04,forward_backup_02,DK03,DK04,forward,backup,2,True,Path found. [safe fallback attempted],5450.609665440988,5.450609665440988,432.20610025717457,98,196,0.37888646125793457,48.46938775510204,False,False,False,True,,50.0,48.46938775510204,35.35533905932729,0.0,True,50.0,-70.71067811865487,True,35.35533905932738,,strict_lock,0,90,0.0,0.4991703546549492,0.5008296453450509,0.14926603375829203,1.1194128270066337,output/thetastar_master_plan/route_nodes/DK03_to_DK04_forward_backup_02.csv
v15,DK03_to_DK04,forward_main_03,DK03,DK04,forward,main,3,False,"Rank skipped: 2 candidate main(s) tried, none had a viable backup; no new distinct main exists under the lock/overlap limits.",,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK03_to_DK04,forward_backup_03,DK03,DK04,forward,backup,3,False,Rank skipped: no main+backup couple found.,,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK03_to_DK04,forward_main_04,DK03,DK04,forward,main,4,False,"Path found. [safe fallback attempted] Overlap with locked routes = 61/61 nodes (100.00%), exceeds limit 10.00%.",4618.3766184073575,4.618376618407358,395.4351609472774,71,4568,2.2457783222198486,,,False,False,True,0.0,,,,,,,,,,,soft_lock,61,61,100.0,0.36429672130658436,0.6357032786934156,0.24741058217867343,1.1979284657429388,output/thetastar_master_plan/route_nodes/DK03_to_DK04_forward_main_04.csv
v15,DK03_to_DK04,forward_backup_04,DK03,DK04,forward,backup,4,False,Skipped because forward_main_04 failed.,,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK03_to_DK04,backward_main_01,DK04,DK03,backward,main,1,True,Route forced through FLZ buffer via FLZ04.,5379.898987322334,5.379898987322334,419.34774146514894,97,1619,2.0398812294006348,,,False,False,True,,,,,,,,,True,0.0,FLZ04,,0,87,0.0,0.5196341189453075,0.48036588105469236,,,output/thetastar_master_plan/route_nodes/DK03_to_DK04_backward_main_01.csv
v15,DK03_to_DK04,backward_backup_01,DK04,DK03,backward,backup,1,True,Path found. [safe fallback attempted],5409.188309203679,5.409188309203679,425.0374790699192,98,174,0.528362512588501,47.95918367346939,False,False,False,True,,50.0,47.95918367346939,23.383023682352256,0.49019607843137253,True,50.0,29.28932188134513,True,35.35533905932738,,strict_lock,0,87,0.0,0.5122584930535939,0.48774150694640594,0.1415183305088111,1.113214664407049,output/thetastar_master_plan/route_nodes/DK03_to_DK04_backward_backup_01.csv
v15,DK03_to_DK04,backward_main_02,DK04,DK03,backward,main,2,True,Path found. [safe fallback attempted],4759.797974644666,4.759797974644666,402.6830669788513,73,887,1.1338489055633545,,,False,False,True,50.0,,,,,,,,True,0.0,,strict_lock,0,64,0.0,0.3622860697748532,0.6377139302251469,0.22470135242223005,1.1797610819377842,output/thetastar_master_plan/route_nodes/DK03_to_DK04_backward_main_02.csv
v15,DK03_to_DK04,backward_backup_02,DK04,DK03,backward,backup,2,True,Path found. [safe fallback attempted],4689.087296526012,4.689087296526012,399.07186294282,72,135,0.4835059642791748,47.22222222222222,False,False,False,True,,50.0,47.22222222222222,35.35533905932706,0.0,True,50.0,-70.71067811865396,True,35.35533905932738,,strict_lock,0,64,0.0,0.3637814339311216,0.6362185660688784,0.236120163542748,1.1888961308341983,output/thetastar_master_plan/route_nodes/DK03_to_DK04_backward_backup_02.csv
v15,DK03_to_DK04,backward_main_03,DK04,DK03,backward,main,3,False,"Rank skipped: 1 candidate main(s) tried, none had a viable backup; no new distinct main exists under the lock/overlap limits.",,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK03_to_DK04,backward_backup_03,DK04,DK03,backward,backup,3,False,Rank skipped: no main+backup couple found.,,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK03_to_DK04,backward_main_04,DK04,DK03,backward,main,4,False,"Path found. [safe fallback attempted] Overlap with locked routes = 61/61 nodes (100.00%), exceeds limit 10.00%.",4618.3766184073575,4.618376618407358,395.4351609472772,71,2437,1.3126122951507568,,,False,False,True,0.0,,,,,,,,,,,soft_lock,61,61,100.0,0.36429672130658447,0.6357032786934155,0.24741058217867343,1.1979284657429388,output/thetastar_master_plan/route_nodes/DK03_to_DK04_backward_main_04.csv
v15,DK03_to_DK04,backward_backup_04,DK04,DK03,backward,backup,4,False,Skipped because backward_main_04 failed.,,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK03_to_DK05,forward_main_01,DK03,DK05,forward,main,1,True,Route forced through FLZ buffer via FLZ03.,2834.92424049175,2.83492424049175,245.4724637272549,49,1205,1.3211703300476074,,,False,False,True,,,,,,,,,True,0.0,FLZ03,,0,0,0.0,0.6397472337742733,0.3602527662257268,,,output/thetastar_master_plan/route_nodes/DK03_to_DK05_forward_main_01.csv
v15,DK03_to_DK05,forward_backup_01,DK03,DK05,forward,backup,1,True,Path found. [safe fallback attempted],2793.5028842544402,2.79350288425444,242.73817516941102,49,89,0.5166733264923096,44.89795918367347,False,False,False,True,,50.0,44.89795918367347,35.35533905932706,0.0,True,50.0,-41.42135623730974,True,50.0,,no_lock,0,41,0.0,0.6304205760547485,0.36957942394525156,0.4653712285449754,1.3722969828359803,output/thetastar_master_plan/route_nodes/DK03_to_DK05_forward_backup_01.csv
v15,DK03_to_DK05,forward_main_02,DK03,DK05,forward,main,2,False,"Rank skipped: 8 candidate main(s) tried, none had a viable backup; no new distinct main exists under the lock/overlap limits.",,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK03_to_DK05,forward_backup_02,DK03,DK05,forward,backup,2,False,Rank skipped: no main+backup couple found.,,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK03_to_DK05,forward_main_03,DK03,DK05,forward,main,3,False,"Path found. Overlap with locked routes = 41/41 nodes (100.00%), exceeds limit 10.00%.",2420.710678118655,2.4207106781186547,208.24086448684275,49,1134,0.43575477600097656,,,False,False,False,0.0,,,,,,,,,,,soft_lock,41,41,100.0,0.534025357285881,0.46597464271411915,0.41764896389606976,1.3341191711168554,output/thetastar_master_plan/route_nodes/DK03_to_DK05_forward_main_03.csv
v15,DK03_to_DK05,forward_backup_03,DK03,DK05,forward,backup,3,False,Skipped because forward_main_03 failed.,,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK03_to_DK05,forward_main_04,DK03,DK05,forward,main,4,False,"Path found. Overlap with locked routes = 41/41 nodes (100.00%), exceeds limit 10.00%.",2420.710678118655,2.4207106781186547,208.24086448684275,49,1134,0.3532090187072754,,,False,False,False,0.0,,,,,,,,,,,soft_lock,41,41,100.0,0.534025357285881,0.46597464271411915,0.41764896389606976,1.3341191711168554,output/thetastar_master_plan/route_nodes/DK03_to_DK05_forward_main_04.csv
v15,DK03_to_DK05,forward_backup_04,DK03,DK05,forward,backup,4,False,Skipped because forward_main_04 failed.,,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK03_to_DK05,backward_main_01,DK05,DK03,backward,main,1,True,Route forced through FLZ buffer via FLZ04.,5778.42712474619,5.77842712474619,435.33536234835054,100,1950,2.3639652729034424,,,False,False,True,,,,,,,,,True,0.0,FLZ04,,0,90,0.0,0.5690607391975967,0.4309392608024033,,,output/thetastar_master_plan/route_nodes/DK03_to_DK05_backward_main_01.csv
v15,DK03_to_DK05,backward_backup_01,DK05,DK03,backward,backup,1,True,Path found. [safe fallback attempted],5949.137802864845,5.949137802864845,448.5480536918351,103,204,0.5778186321258545,48.54368932038835,False,False,True,True,,50.0,48.54368932038835,4.82600593230088,1.3333333333333333,True,50.0,170.71067811865487,True,35.35533905932738,,soft_lock,5,92,5.434782608695652,0.5624728383226086,0.4375271616773913,0.14250928807053445,1.1140074304564278,output/thetastar_master_plan/route_nodes/DK03_to_DK05_backward_backup_01.csv
v15,DK03_to_DK05,backward_main_02,DK05,DK03,backward,main,2,False,"Rank skipped: 1 candidate main(s) tried, none had a viable backup; no new distinct main exists under the lock/overlap limits.",,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK03_to_DK05,backward_backup_02,DK05,DK03,backward,backup,2,False,Rank skipped: no main+backup couple found.,,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK03_to_DK05,backward_main_03,DK05,DK03,backward,main,3,False,"Path found. Overlap with locked routes = 41/41 nodes (100.00%), exceeds limit 10.00%.",2420.710678118655,2.4207106781186547,208.24086448684275,49,816,0.37435197830200195,,,False,False,False,0.0,,,,,,,,,,,soft_lock,41,41,100.0,0.5346012576859038,0.46539874231409617,0.418505231459963,1.3348041851679704,output/thetastar_master_plan/route_nodes/DK03_to_DK05_backward_main_03.csv
v15,DK03_to_DK05,backward_backup_03,DK05,DK03,backward,backup,3,False,Skipped because backward_main_03 failed.,,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK03_to_DK05,backward_main_04,DK05,DK03,backward,main,4,False,"Path found. Overlap with locked routes = 41/41 nodes (100.00%), exceeds limit 10.00%.",2420.710678118655,2.4207106781186547,208.24086448684275,49,816,0.27553820610046387,,,False,False,False,0.0,,,,,,,,,,,soft_lock,41,41,100.0,0.5346012576859038,0.46539874231409617,0.418505231459963,1.3348041851679704,output/thetastar_master_plan/route_nodes/DK03_to_DK05_backward_main_04.csv
v15,DK03_to_DK05,backward_backup_04,DK05,DK03,backward,backup,4,False,Skipped because backward_main_04 failed.,,,,0,-1,,,,False,False,False,,,,,,,,,,,,,0,0,0.0,,,,,
v15,DK03_to_DK06,forward_main_01,DK03,DK06,forward,main,1,True,Route forced through FLZ buffer via FLZ03.,1802.081528017131,1.802081528017131,122.39992250950036,30,221,0.991976261138916,,,False,False,True,,,,,,,,,True,0.0,FLZ03,,0,0,0.0,0.8172583349777719,0.18274166502222805,,,output/thetastar_master_plan/route_nodes/DK03_to_DK06_forward_main_01.csv
v15,DK03_to_DK06,forward_backup_01,DK03,DK06,forward,backup,1,True,Path found. [safe fallback attempted],1802.081528017131,1.802081528017131,120.5490178076234,30,65,0.48720526695251465,45.0,False,False,False,True,,50.0,45.0,35.35533905932706,0.0,True,50.0,0.0,True,50.0,,no_lock,0,23,0.0,0.8018075887700946,0.1981924112299053,0.17949094235163363,1.1435927538813069,output/thetastar_master_plan/route_nodes/DK03_to_DK06_forward_backup_01.csv
v15,DK03_to_DK06,forward_main_02,DK03,DK06,forward,main,2,True,Route forced through FLZ buffer via FLZ01.,6840.559159102155,6.840559159102154,444.7420248257202,120,2727,3.825317859649658,,,False,False,True,,,,,,,,,True,0.0,FLZ01,,10,102,9.803921568627452,0.778612469332609,0.22138753066739097,,,output/thetastar_master_plan/route_nodes/DK03_to_DK06_forward_main_02.csv
v15,DK03_to_DK06,forward_backup_02,DK03,DK06,forward,backup,2,True,Path found. [safe fallback attempted],2826.3455967290593,2.8263455967290594,194.84108312497187,48,153,0.604661226272583,82.76650429449553,False,False,False,True,,100.0,82.76650429449553,70.71067811865443,0.0,True,100.0,-4014.2135623730956,True,70.71067811865476,,strict_lock,0,39,0.0,0.758255775078346,0.24174422492165407,0.18710013813989146,1.1496801105119132,output/thetastar_master_plan/route_nodes/DK03_to_DK06_forward_backup_02.csv
v15,DK03_to_DK06,forward_main_03,DK03,DK06,forward,main,3,True,Path found. [safe fallback attempted],7547.665940288702,7.547665940288701,518.5891375687587,130,3239,2.085977554321289,,,False,True,True,50.0,,,,,,,,True,0.0,,strict_lock,0,119,0.0,0.6630152893418666,0.33698471065813346,0.11463574180425222,1.0917085934434019,output/thetastar_master_plan/route_nodes/DK03_to_DK06_forward_main_03.csv
