agent_id,origin,dest,mission,round_trip,arrival_s,depart_s,wait_s,launch_s,complete_s,flight_time_s,speed_kmh,air_time_s,route_len_m,flown_m,hold_s,n_holds,energy_wh,charge_s,n_charges,battery_end_pct,completed,battery_dead
16,DB02,DK03,round_trip,True,0.0,26.0,26.0,26.0,6471.0,6445.0,60.0,3236.0,9866.7,5371.5,2838.0,5,213.85,85.0,1,-0.0,False,True
17,DK03,DB02,round_trip,True,0.0,28.0,28.0,28.0,,,60.0,374.0,7185.6,5427.0,4.0,4,41.08,120.0,1,90.0,False,False
18,DB02,DK04,one_way,False,0.0,36.0,36.0,36.0,3298.0,3262.0,30.0,3263.0,2232.5,945.8,3125.0,4,198.82,0.0,0,-0.0,False,True
19,DK04,DB02,round_trip,True,0.0,30.0,30.0,30.0,3265.0,3235.0,50.0,3236.0,4283.2,1155.8,3137.0,4,199.89,0.0,0,-0.0,False,True
20,DB02,DK05,round_trip,True,0.0,72.0,72.0,72.0,3319.0,3247.0,30.0,3248.0,8488.3,2328.3,183.0,3,30.5,0.0,0,-0.0,False,True
21,DK05,DB02,one_way,False,0.0,58.0,58.0,58.0,3319.0,3261.0,50.0,3262.0,7873.6,1061.0,2751.0,3,175.63,0.0,0,-0.0,False,True
22,DB02,DK06,backup,False,0.0,125.0,125.0,125.0,1581.0,1456.0,30.0,1457.0,3734.0,3734.0,195.0,6,42.9,0.0,0,54.2,True,False
23,DK06,DB02,round_trip,True,0.0,32.0,32.0,32.0,3296.0,3264.0,60.0,3265.0,6049.9,896.2,2723.0,1,173.15,0.0,0,-0.0,False,True
24,DB01,DK01,round_trip,True,0.0,50094.0,50094.0,50094.0,53363.0,3269.0,60.0,3270.0,3630.1,301.6,3227.0,1,199.48,0.0,0,-0.0,False,True
25,DK01,DB01,one_way,False,0.0,34.0,34.0,34.0,416.0,382.0,50.0,383.0,1936.9,1936.9,184.0,4,24.96,0.0,0,86.6,True,False
26,DB01,DK02,one_way,False,0.0,52696.0,52696.0,52696.0,55954.0,3258.0,60.0,3259.0,3944.6,656.0,3138.0,1,196.7,0.0,0,-0.0,False,True
27,DK02,DB01,round_trip,True,0.0,102.0,102.0,102.0,3367.0,3265.0,30.0,3266.0,5588.1,1359.8,2956.0,2,191.93,0.0,0,-0.0,False,True
28,DB01,DK03,round_trip,True,0.0,53364.0,53364.0,53364.0,56633.0,3269.0,60.0,3270.0,5909.0,301.6,3227.0,1,199.48,0.0,0,-0.0,False,True
29,DK03,DB01,one_way,False,0.0,38.0,38.0,38.0,3273.0,3235.0,60.0,3236.0,3965.9,2189.9,89.0,2,21.92,0.0,0,-0.0,False,True
30,DB01,DK04,round_trip,True,0.0,56063.0,56063.0,56063.0,,,60.0,2320.0,3338.1,656.0,2251.0,1,142.5,0.0,0,28.6,False,False
31,DK04,DB01,backup,False,0.0,42.0,42.0,42.0,3299.0,3257.0,50.0,3258.0,1685.3,897.1,3154.0,2,199.1,0.0,0,-0.0,False,True
32,DB01,DK05,one_way,False,0.0,56634.0,56634.0,56634.0,,,60.0,1749.0,3287.9,301.6,1706.0,1,106.53,0.0,0,46.5,False,False
33,DK05,DB01,round_trip,True,0.0,60.0,60.0,60.0,3332.0,3272.0,30.0,3273.0,11159.5,1284.0,1883.0,3,125.73,0.0,0,-0.0,False,True
34,DB01,DK06,backup,False,0.0,105.0,105.0,105.0,3376.0,3271.0,30.0,3272.0,2897.6,482.0,3117.0,1,194.48,0.0,0,-0.0,False,True
35,DK06,DB01,return,False,0.0,182.0,182.0,182.0,3425.0,3243.0,60.0,3244.0,2140.6,1057.5,3054.0,1,194.59,0.0,0,-0.0,False,True
36,DB02,DK01,one_way,False,0.0,170.0,170.0,170.0,3437.0,3267.0,30.0,3268.0,1733.5,536.1,3018.0,2,188.88,0.0,0,-0.0,False,True
37,DK01,DB02,round_trip,True,0.0,44.0,44.0,44.0,3153.0,3109.0,50.0,3110.0,7160.1,4308.2,2757.0,5,198.98,0.0,0,-0.0,False,True
38,DB02,DK02,round_trip,True,0.0,207.0,207.0,207.0,3463.0,3256.0,30.0,3257.0,8506.7,1191.7,3103.0,2,199.52,0.0,0,-0.0,False,True
39,DK02,DB02,one_way,False,0.0,198.0,198.0,198.0,3463.0,3265.0,30.0,3266.0,4039.0,1359.8,45.0,2,14.03,0.0,0,-0.0,False,True
40,DB02,DK03,round_trip,True,0.0,243.0,243.0,243.0,3502.0,3259.0,30.0,3260.0,9261.0,1237.1,3080.0,2,198.49,0.0,0,-0.0,False,True
41,DK03,DB02,one_way,False,0.0,48.0,48.0,48.0,3295.0,3247.0,50.0,3248.0,4603.1,1496.2,3003.0,1,194.11,0.0,0,-0.0,False,True
42,DB02,DK04,backup,False,0.0,74.0,74.0,74.0,3322.0,3248.0,60.0,3249.0,5442.2,753.0,3179.0,1,199.94,0.0,0,-0.0,False,True
43,DK04,DB02,round_trip,True,0.0,50.0,50.0,50.0,3319.0,3269.0,60.0,3270.0,4656.6,115.7,3259.0,1,200.03,0.0,0,-0.0,False,True
44,DB02,DK05,round_trip,True,0.0,127.0,127.0,127.0,3366.0,3239.0,50.0,3240.0,10202.9,1161.4,27.0,1,9.87,0.0,0,-0.0,False,True
45,DK05,DB02,one_way,False,0.0,62.0,62.0,62.0,3264.0,3202.0,60.0,3203.0,6898.6,2425.9,2907.0,1,195.9,0.0,0,-0.0,False,True
46,DB02,DK06,return,False,0.0,279.0,279.0,279.0,3549.0,3270.0,30.0,3271.0,2473.6,206.9,3240.0,1,199.72,0.0,0,-0.0,False,True
47,DK06,DB02,backup,False,0.0,329.0,329.0,329.0,3595.0,3266.0,30.0,3267.0,4719.7,1057.5,124.0,1,16.35,0.0,0,-0.0,False,True
48,DB01,DK01,backup,False,0.0,,,,,,60.0,0.0,1844.6,0.0,0.0,0,0.0,0.0,0,100.0,False,False
49,DK01,DB01,round_trip,True,0.0,52.0,52.0,52.0,3256.0,3204.0,60.0,3205.0,4079.7,1628.8,3059.0,2,199.2,0.0,0,-0.0,False,True
50,DB01,DK02,one_way,False,0.0,,,,,,60.0,0.0,2651.4,0.0,0.0,0,0.0,0.0,0,100.0,False,False
51,DK02,DB01,round_trip,True,0.0,54.0,54.0,54.0,3300.0,3246.0,50.0,3247.0,13797.6,2054.9,1053.0,3,78.9,0.0,0,-0.0,False,True
52,DB01,DK03,one_way,False,0.0,141.0,141.0,141.0,3403.0,3262.0,50.0,3263.0,2216.3,656.0,3158.0,1,197.63,0.0,0,-0.0,False,True
53,DK03,DB01,round_trip,True,0.0,137.0,137.0,137.0,3390.0,3253.0,50.0,3254.0,5771.1,1168.5,3099.0,1,197.66,0.0,0,-0.0,False,True
54,DB01,DK04,one_way,False,0.0,56.0,56.0,56.0,3323.0,3267.0,30.0,3268.0,972.1,866.8,3093.0,1,196.21,0.0,0,-0.0,False,True
55,DK04,DB01,round_trip,True,0.0,64.0,64.0,64.0,3225.0,3161.0,50.0,3162.0,7739.2,3780.7,363.0,3,48.95,0.0,0,-0.0,False,True
56,DB01,DK05,round_trip,True,0.0,129.0,129.0,129.0,3400.0,3271.0,30.0,3272.0,7399.4,301.6,14.0,1,3.36,0.0,0,-0.0,False,True
57,DK05,DB01,round_trip,True,0.0,145.0,145.0,145.0,3410.0,3265.0,50.0,3266.0,7009.5,979.7,2378.0,2,152.26,0.0,0,-0.0,False,True
58,DB01,DK06,one_way,False,0.0,209.0,209.0,209.0,3480.0,3271.0,30.0,3272.0,2380.0,482.0,47.0,1,6.87,0.0,0,-0.0,False,True
59,DK06,DB01,round_trip,True,0.0,1014.0,1014.0,1014.0,4286.0,3272.0,30.0,3273.0,5308.9,413.0,2247.0,1,140.74,0.0,0,-0.0,False,True
60,DB02,DK01,one_way,False,0.0,116.0,116.0,116.0,3376.0,3260.0,50.0,3261.0,5332.8,753.0,12.0,1,6.06,0.0,0,-0.0,False,True
61,DK01,DB02,one_way,False,0.0,66.0,66.0,66.0,3311.0,3245.0,50.0,3246.0,6348.7,1416.7,3046.0,2,196.17,0.0,0,-0.0,False,True
62,DB02,DK02,one_way,False,0.0,3331.0,3331.0,3331.0,6589.0,3258.0,50.0,3259.0,6516.3,753.0,3164.0,1,198.69,0.0,0,-0.0,False,True
63,DK02,DB02,backup,False,0.0,294.0,294.0,294.0,3547.0,3253.0,30.0,3254.0,4171.6,2259.6,2826.0,5,191.45,0.0,0,-0.0,False,True
64,DB02,DK03,one_way,False,0.0,76.0,76.0,76.0,3301.0,3225.0,60.0,3226.0,4439.7,1161.4,3140.0,1,200.63,0.0,0,-0.0,False,True
65,DK03,DB02,round_trip,True,0.0,86.0,86.0,86.0,3323.0,3237.0,60.0,3238.0,7185.6,931.9,3159.0,1,200.06,0.0,0,-0.0,False,True
66,DB02,DK04,backup,False,0.0,3550.0,3550.0,3550.0,6817.0,3267.0,50.0,3268.0,2429.4,206.9,3249.0,1,200.01,0.0,0,-0.0,False,True
67,DK04,DB02,backup,False,0.0,78.0,78.0,78.0,3347.0,3269.0,30.0,3270.0,3781.8,522.0,3161.0,1,197.5,0.0,0,-0.0,False,True
68,DB02,DK05,one_way,False,0.0,6590.0,6590.0,6590.0,9855.0,3265.0,30.0,3266.0,5538.1,753.0,3146.0,1,198.5,0.0,0,-0.0,False,True
69,DK05,DB02,round_trip,True,0.0,211.0,211.0,211.0,3482.0,3271.0,30.0,3272.0,7791.5,436.2,2986.0,1,186.1,0.0,0,-0.0,False,True
70,DB02,DK06,round_trip,True,0.0,6627.0,6627.0,6627.0,9887.0,3260.0,30.0,3261.0,8074.5,1161.4,3063.0,1,196.82,0.0,0,-0.0,False,True
71,DK06,DB02,round_trip,True,0.0,172.0,172.0,172.0,3412.0,3240.0,60.0,3241.0,11670.7,1496.2,2847.0,2,185.24,0.0,0,-0.0,False,True
72,DB01,DK01,round_trip,True,0.0,,,,,,60.0,0.0,3630.1,0.0,0.0,0,0.0,0.0,0,100.0,False,False
73,DK01,DB01,round_trip,True,0.0,68.0,68.0,68.0,3306.0,3238.0,50.0,3239.0,3742.6,1426.9,3082.0,3,198.45,0.0,0,-0.0,False,True
74,DB01,DK02,one_way,False,0.0,3537.0,3537.0,3537.0,6800.0,3263.0,50.0,3264.0,4556.6,656.0,63.0,1,8.49,0.0,0,-0.0,False,True
75,DK02,DB01,one_way,False,0.0,501.0,501.0,501.0,3757.0,3256.0,30.0,3257.0,2932.3,2031.4,2769.0,3,186.07,0.0,0,-0.0,False,True
76,DB01,DK03,one_way,False,0.0,3432.0,3432.0,3432.0,6694.0,3262.0,50.0,3263.0,2216.3,656.0,3142.0,1,196.65,0.0,0,-0.0,False,True
77,DK03,DB01,backup,False,0.0,150.0,150.0,150.0,3394.0,3244.0,60.0,3245.0,7977.7,931.9,36.0,1,9.21,0.0,0,-0.0,False,True
78,DB01,DK04,round_trip,True,0.0,158.0,158.0,158.0,3419.0,3261.0,50.0,3262.0,1896.0,866.8,52.0,1,9.31,0.0,0,-0.0,False,True
79,DK04,DB01,round_trip,True,0.0,143.0,143.0,143.0,3363.0,3220.0,60.0,3221.0,4602.1,1168.5,3137.0,1,200.5,0.0,0,-0.0,False,True
80,DB01,DK05,round_trip,True,0.0,,,,,,60.0,0.0,6699.5,0.0,0.0,0,0.0,0.0,0,100.0,False,False
81,DK05,DB01,one_way,False,0.0,107.0,107.0,107.0,3282.0,3175.0,60.0,3176.0,3588.4,3298.0,2682.0,7,188.72,0.0,0,-0.0,False,True
82,DB01,DK06,round_trip,True,0.0,3376.0,3376.0,3376.0,6647.0,3271.0,30.0,3272.0,5213.1,301.6,3166.0,1,195.98,0.0,0,-0.0,False,True
83,DK06,DB01,return,False,0.0,3411.0,3411.0,3411.0,6673.0,3262.0,50.0,3263.0,1888.2,1435.2,2514.0,2,163.79,0.0,0,-0.0,False,True
84,DB02,DK01,one_way,False,0.0,6655.0,6655.0,6655.0,9917.0,3262.0,50.0,3263.0,3164.7,753.0,20.0,1,6.55,0.0,0,-0.0,False,True
85,DK01,DB02,round_trip,True,0.0,109.0,109.0,109.0,3353.0,3244.0,60.0,3245.0,3859.6,942.4,2964.0,1,188.22,0.0,0,-0.0,False,True
86,DB02,DK02,round_trip,True,0.0,6786.0,6786.0,6786.0,10016.0,3230.0,60.0,3231.0,10457.1,1161.4,91.0,1,14.3,0.0,0,-0.0,False,True
87,DK02,DB02,backup,False,0.0,1141.0,1141.0,1141.0,4412.0,3271.0,60.0,3272.0,8702.7,287.2,3184.0,1,196.74,0.0,0,-0.0,False,True
88,DB02,DK03,round_trip,True,0.0,3366.0,3366.0,3366.0,6626.0,3260.0,30.0,3261.0,8947.0,1161.4,3034.0,1,195.05,0.0,0,-0.0,False,True
89,DK03,DB02,one_way,False,0.0,213.0,213.0,213.0,3462.0,3249.0,50.0,3250.0,6339.1,1496.2,50.0,1,13.65,0.0,0,-0.0,False,True
90,DB02,DK04,one_way,False,0.0,6818.0,6818.0,6818.0,10082.0,3264.0,60.0,3265.0,2232.5,206.9,3250.0,1,200.17,0.0,0,-0.0,False,True
91,DK04,DB02,round_trip,True,0.0,3320.0,3320.0,3320.0,6589.0,3269.0,60.0,3270.0,8649.8,115.7,3259.0,1,200.03,0.0,0,-0.0,False,True
92,DB02,DK05,one_way,False,0.0,9888.0,9888.0,9888.0,13127.0,3239.0,50.0,3240.0,5341.6,1161.4,3073.0,1,196.02,0.0,0,-0.0,False,True
93,DK05,DB02,one_way,False,0.0,241.0,241.0,241.0,3448.0,3207.0,60.0,3208.0,7143.8,2425.9,123.0,2,25.77,0.0,0,-0.0,False,True
94,DB02,DK06,round_trip,True,0.0,9861.0,9861.0,9861.0,13126.0,3265.0,30.0,3266.0,7688.8,753.0,3149.0,1,198.69,0.0,0,-0.0,False,True
95,DK06,DB02,round_trip,True,0.0,3861.0,3861.0,3861.0,7127.0,3266.0,30.0,3267.0,5754.5,1057.5,230.0,1,22.83,0.0,0,-0.0,False,True
96,DB01,DK01,round_trip,True,0.0,6825.0,6825.0,6825.0,10088.0,3263.0,50.0,3264.0,4045.5,656.0,63.0,1,8.49,0.0,0,-0.0,False,True
97,DK01,DB01,return,False,0.0,111.0,111.0,111.0,3338.0,3227.0,60.0,3228.0,2356.4,1179.2,2979.0,1,190.92,0.0,0,-0.0,False,True
98,DB01,DK02,one_way,False,0.0,6815.0,6815.0,6815.0,10075.0,3260.0,50.0,3261.0,2771.3,866.8,3094.0,1,195.21,0.0,0,-0.0,False,True
99,DK02,DB01,round_trip,True,0.0,1312.0,1312.0,1312.0,4570.0,3258.0,60.0,3259.0,5463.3,904.3,1193.0,1,79.71,0.0,0,-0.0,False,True
100,DB01,DK03,round_trip,True,0.0,,,,,,60.0,0.0,5909.0,0.0,0.0,0,0.0,0.0,0,100.0,False,False
101,DK03,DB01,one_way,False,0.0,362.0,362.0,362.0,3551.0,3189.0,60.0,3190.0,5874.2,2512.4,591.0,2,55.02,0.0,0,-0.0,False,True
102,DB01,DK04,round_trip,True,0.0,296.0,296.0,296.0,3556.0,3260.0,50.0,3261.0,1896.0,866.8,92.0,1,11.76,0.0,0,-0.0,False,True
103,DK04,DB01,one_way,False,0.0,139.0,139.0,139.0,3409.0,3270.0,30.0,3271.0,1685.3,522.0,11.0,1,5.0,0.0,0,-0.0,False,True
104,DB01,DK05,return,False,0.0,10004.0,10004.0,10004.0,13266.0,3262.0,50.0,3263.0,1689.1,656.0,3131.0,1,195.98,0.0,0,-0.0,False,True
105,DK05,DB01,round_trip,True,0.0,592.0,592.0,592.0,3854.0,3262.0,60.0,3263.0,8350.6,964.1,339.0,1,27.97,0.0,0,-0.0,False,True
106,DB01,DK06,round_trip,True,0.0,,,,,,60.0,0.0,5441.2,0.0,0.0,0,0.0,0.0,0,100.0,False,False
107,DK06,DB01,one_way,False,0.0,3596.0,3596.0,3596.0,6851.0,3255.0,50.0,3256.0,2394.4,1057.5,2948.0,1,187.64,0.0,0,-0.0,False,True
108,DB02,DK01,one_way,False,0.0,10017.0,10017.0,10017.0,13256.0,3239.0,50.0,3240.0,3659.8,1161.4,91.0,1,13.78,0.0,0,-0.0,False,True
109,DK01,DB02,round_trip,True,0.0,154.0,154.0,154.0,3419.0,3265.0,60.0,3266.0,7701.8,539.0,3168.0,1,197.66,0.0,0,-0.0,False,True
110,DB02,DK02,one_way,False,0.0,9918.0,9918.0,9918.0,13184.0,3266.0,30.0,3267.0,4835.9,753.0,14.0,1,7.1,0.0,0,-0.0,False,True
111,DK02,DB02,backup,False,0.0,597.0,597.0,597.0,3855.0,3258.0,30.0,3259.0,4268.0,2031.4,70.0,3,21.13,0.0,0,-0.0,False,True
112,DB02,DK03,round_trip,True,0.0,311.0,311.0,311.0,3554.0,3243.0,60.0,3244.0,9794.2,1161.4,147.0,1,17.72,0.0,0,-0.0,False,True
113,DK03,DB02,one_way,False,0.0,466.0,466.0,466.0,3665.0,3199.0,60.0,3200.0,10318.9,2426.4,2370.0,2,163.09,0.0,0,-0.0,False,True
114,DB02,DK04,round_trip,True,0.0,3388.0,3388.0,3388.0,6654.0,3266.0,30.0,3267.0,8356.1,753.0,21.0,1,7.53,0.0,0,-0.0,False,True
115,DK04,DB02,round_trip,True,0.0,3364.0,3364.0,3364.0,6600.0,3236.0,50.0,3237.0,10239.8,1168.5,3136.0,1,199.92,0.0,0,-0.0,False,True
116,DB02,DK05,return,False,0.0,10083.0,10083.0,10083.0,13347.0,3264.0,60.0,3265.0,2473.6,206.9,3250.0,1,200.17,0.0,0,-0.0,False,True
117,DK05,DB02,one_way,False,0.0,3333.0,3333.0,3333.0,6551.0,3218.0,50.0,3219.0,6753.1,2925.4,1.0,1,20.77,0.0,0,-0.0,False,True
118,DB02,DK06,backup,False,0.0,13128.0,13128.0,13128.0,16367.0,3239.0,50.0,3240.0,4826.3,1161.4,3073.0,1,196.02,0.0,0,-0.0,False,True
119,DK06,DB02,one_way,False,0.0,317.0,317.0,317.0,3560.0,3243.0,60.0,3244.0,6144.1,1621.5,2586.0,3,170.23,0.0,0,-0.0,False,True
120,DB01,DK01,one_way,False,0.0,,,,,,60.0,0.0,1836.5,0.0,0.0,0,0.0,0.0,0,100.0,False,False
121,DK01,DB01,one_way,False,0.0,131.0,131.0,131.0,3400.0,3269.0,30.0,3270.0,1844.6,557.9,17.0,1,5.67,0.0,0,-0.0,False,True
122,DB01,DK02,backup,False,0.0,3383.0,3383.0,3383.0,6654.0,3271.0,30.0,3272.0,2921.6,482.0,3102.0,1,193.57,0.0,0,-0.0,False,True
123,DK02,DB01,round_trip,True,0.0,754.0,754.0,754.0,4013.0,3259.0,30.0,3260.0,5817.1,2031.4,130.0,3,24.8,0.0,0,-0.0,False,True
124,DB01,DK03,round_trip,True,0.0,10114.0,10114.0,10114.0,13377.0,3263.0,50.0,3264.0,6941.4,656.0,68.0,1,8.8,0.0,0,-0.0,False,True
125,DK03,DB01,round_trip,True,0.0,264.0,264.0,264.0,3520.0,3256.0,50.0,3257.0,7426.2,1168.5,73.0,1,12.73,0.0,0,-0.0,False,True
126,DB01,DK04,one_way,False,0.0,,,,,,60.0,0.0,1121.0,0.0,0.0,0,0.0,0.0,0,100.0,False,False
127,DK04,DB01,backup,False,0.0,3348.0,3348.0,3348.0,6618.0,3270.0,30.0,3271.0,2008.0,522.0,3142.0,1,196.34,0.0,0,-0.0,False,True
128,DB01,DK05,round_trip,True,0.0,13395.0,13395.0,13395.0,16658.0,3263.0,50.0,3264.0,11051.5,656.0,66.0,1,8.68,0.0,0,-0.0,False,True
129,DK05,DB01,round_trip,True,0.0,215.0,215.0,215.0,3487.0,3272.0,30.0,3273.0,6938.3,328.9,2985.0,1,185.15,0.0,0,-0.0,False,True
130,DB01,DK06,round_trip,True,0.0,16687.0,16687.0,16687.0,19950.0,3263.0,50.0,3264.0,5620.4,656.0,76.0,1,9.29,0.0,0,-0.0,False,True
131,DK06,DB01,one_way,False,0.0,605.0,605.0,605.0,3860.0,3255.0,60.0,3256.0,3219.5,1057.5,223.0,1,21.59,0.0,0,-0.0,False,True
132,DB02,DK01,one_way,False,0.0,13257.0,13257.0,13257.0,16491.0,3234.0,60.0,3235.0,4148.5,1161.4,86.0,1,13.99,0.0,0,-0.0,False,True
133,DK01,DB02,round_trip,True,0.0,80.0,80.0,80.0,3347.0,3267.0,30.0,3268.0,4149.7,701.7,3128.0,1,196.98,0.0,0,-0.0,False,True
134,DB02,DK02,one_way,False,0.0,13348.0,13348.0,13348.0,16612.0,3264.0,60.0,3265.0,4645.2,206.9,3250.0,1,200.17,0.0,0,-0.0,False,True
135,DK02,DB02,round_trip,True,0.0,850.0,850.0,850.0,4115.0,3265.0,30.0,3266.0,10380.3,1416.5,2951.0,3,192.09,0.0,0,-0.0,False,True
136,DB02,DK03,round_trip,True,0.0,16368.0,16368.0,16368.0,19607.0,3239.0,50.0,3240.0,7720.0,1161.4,3078.0,1,196.32,0.0,0,-0.0,False,True
137,DK03,DB02,one_way,False,0.0,3374.0,3374.0,3374.0,6629.0,3255.0,60.0,3256.0,4507.3,1446.2,2269.0,1,149.54,0.0,0,-0.0,False,True
138,DB02,DK04,round_trip,True,0.0,16492.0,16492.0,16492.0,19731.0,3239.0,50.0,3240.0,6307.8,1161.4,86.0,1,13.48,0.0,0,-0.0,False,True
139,DK04,DB02,one_way,False,0.0,3428.0,3428.0,3428.0,6667.0,3239.0,50.0,3240.0,4805.7,1168.5,29.0,1,10.04,0.0,0,-0.0,False,True
140,DB02,DK05,round_trip,True,0.0,16613.0,16613.0,16613.0,19880.0,3267.0,50.0,3268.0,10070.2,206.9,3249.0,1,200.01,0.0,0,-0.0,False,True
141,DK05,DB02,return,False,0.0,3548.0,3548.0,3548.0,6704.0,3156.0,60.0,3157.0,4851.7,3885.0,181.0,1,40.29,0.0,0,-0.0,False,True
142,DB02,DK06,round_trip,True,0.0,19608.0,19608.0,19608.0,22842.0,3234.0,60.0,3235.0,8539.2,1161.4,3073.0,1,196.53,0.0,0,-0.0,False,True
143,DK06,DB02,one_way,False,0.0,4437.0,4437.0,4437.0,7708.0,3271.0,60.0,3272.0,5451.8,413.0,2759.0,1,171.71,0.0,0,-0.0,False,True
144,DB01,DK01,round_trip,True,0.0,3471.0,3471.0,3471.0,6742.0,3271.0,30.0,3272.0,3630.1,301.6,26.0,1,4.09,0.0,0,-0.0,False,True
145,DK01,DB01,round_trip,True,0.0,82.0,82.0,82.0,3344.0,3262.0,50.0,3263.0,4272.9,557.9,3191.0,1,198.95,0.0,0,-0.0,False,True
146,DB01,DK02,backup,False,0.0,3501.0,3501.0,3501.0,6772.0,3271.0,30.0,3272.0,4659.3,482.0,61.0,1,7.73,0.0,0,-0.0,False,True
147,DK02,DB01,backup,False,0.0,946.0,946.0,946.0,4206.0,3260.0,50.0,3261.0,2811.9,1196.7,3050.0,2,194.86,0.0,0,-0.0,False,True
148,DB01,DK03,round_trip,True,0.0,16868.0,16868.0,16868.0,20130.0,3262.0,50.0,3263.0,7773.5,866.8,3042.0,1,192.04,0.0,0,-0.0,False,True
149,DK03,DB01,one_way,False,0.0,84.0,84.0,84.0,3353.0,3269.0,30.0,3270.0,4068.1,497.1,3114.0,3,194.42,0.0,0,-0.0,False,True
150,DB01,DK04,one_way,False,0.0,,,,,,60.0,0.0,1121.0,0.0,0.0,0,0.0,0.0,0,100.0,False,False
151,DK04,DB01,backup,False,0.0,6592.0,6592.0,6592.0,9862.0,3270.0,50.0,3271.0,1080.3,115.7,3258.0,1,199.92,0.0,0,-0.0,False,True
152,DB01,DK05,one_way,False,0.0,,,,,,60.0,0.0,3287.9,0.0,0.0,0,0.0,0.0,0,100.0,False,False
153,DK05,DB01,one_way,False,0.0,3346.0,3346.0,3346.0,6606.0,3260.0,50.0,3261.0,3659.6,1816.1,1875.0,2,127.44,0.0,0,-0.0,False,True
154,DB01,DK06,one_way,False,0.0,17046.0,17046.0,17046.0,20306.0,3260.0,50.0,3261.0,3235.4,866.8,132.0,1,14.2,0.0,0,-0.0,False,True
155,DK06,DB01,round_trip,True,0.0,4711.0,4711.0,4711.0,7977.0,3266.0,60.0,3267.0,5297.9,846.2,1302.0,1,85.93,0.0,0,-0.0,False,True
156,DB02,DK01,round_trip,True,0.0,9977.0,9977.0,9977.0,13245.0,3268.0,30.0,3269.0,5877.7,753.0,9.0,1,6.8,0.0,0,-0.0,False,True
157,DK01,DB02,round_trip,True,0.0,156.0,156.0,156.0,3410.0,3254.0,60.0,3255.0,4486.6,704.4,3178.0,1,199.51,0.0,0,-0.0,False,True
158,DB02,DK02,one_way,False,0.0,19732.0,19732.0,19732.0,22971.0,3239.0,50.0,3240.0,5331.0,1161.4,91.0,1,13.78,0.0,0,-0.0,False,True
159,DK02,DB02,round_trip,True,0.0,3335.0,3335.0,3335.0,6592.0,3257.0,60.0,3258.0,10983.7,904.3,1970.0,1,127.19,0.0,0,-0.0,False,True
