route_key,direction,dk_name,db_name,edge_seq,from_node_id,to_node_id,from_name,to_name,from_role,to_role,x1,y1,x2,y2,edge_distance_m,edge_cost,nofly_clearance_m,nearest_flz_distance_m,route_hit_density,is_outer_zone_edge
DK01_to_DB02_outer_backup,outer_backup,DK01,DB02,2,9151,7214,MAJ019,MAJ005,TN_major,TN_major,3050.0,4500.0,2150.0,3550.0,1308.62523283024,2.1936634019215844,428.21045938984753,165.56218397535278,9.928571428571429,1
DK01_to_DB02_outer_backup,outer_backup,DK01,DB02,3,7214,7213,MAJ005,DK01,TN_major,DK,2150.0,3550.0,2100.0,3550.0,50.0,0.7500000000000001,460.9772228646444,492.44289008980525,57.0,0
DK01_to_DB02_outer_backup,outer_backup,DK01,DB02,4,7213,8722,DK01,MAJ007,DK,TN_major,2100.0,3550.0,1800.0,4300.0,807.7747210701756,3.025385511455097,130.21143306575672,399.3181905461333,10.5,1
DK01_to_DB02_outer_backup,outer_backup,DK01,DB02,5,8722,8719,MAJ007,DK06,TN_major,DK,1800.0,4300.0,1650.0,4300.0,150.0,1.643148562688389,200.0,626.4982043070834,39.75,1
DK01_to_DB02_outer_backup,outer_backup,DK01,DB02,6,8719,9312,DK06,MIN004,DK,TN_minor,1650.0,4300.0,1000.0,4600.0,715.8910531638177,0.5924441989652698,200.0,761.5773105863908,11.9375,1
DK01_to_DB02_outer_backup,outer_backup,DK01,DB02,7,9312,8141,MIN004,MIN015,TN_minor,TN_minor,1000.0,4600.0,3050.0,4000.0,2136.000936329383,0.5665532424031797,297.90143959416696,198.04343121901192,7.7272727272727275,1
DK01_to_DB02_outer_backup,outer_backup,DK01,DB02,8,8141,5615,MIN015,MAJ010,TN_minor,TN_major,3050.0,4000.0,3000.0,2750.0,1250.9996003196804,4.911467495276485,223.60679774997897,412.31056256176606,10.037037037037036,0
DK01_to_DB02_outer_backup,outer_backup,DK01,DB02,9,5615,3204,MAJ010,MAJ012,TN_major,TN_major,3000.0,2750.0,3650.0,1550.0,1364.734406395618,4.963757437831325,223.60679774997897,48.57668038834054,7.172413793103448,0
DK01_to_DB02_outer_backup,outer_backup,DK01,DB02,10,3204,2811,MAJ012,MAJ018,TN_major,TN_major,3650.0,1550.0,4200.0,1350.0,585.2349955359813,4.358430302134932,175.24784037344259,100.0,15.76923076923077,0
DK01_to_DB02_outer_backup,outer_backup,DK01,DB02,11,2811,2711,MAJ018,DB02,TN_major,DB,4200.0,1350.0,4250.0,1300.0,70.71067811865476,4.6635611979545155,176.7766952966369,626.4982043070834,68.33333333333333,0
DK03_to_DB01_forward,forward,DK03,DB01,0,9253,9151,DK03,MAJ019,DK,TN_major,3100.0,4550.0,3050.0,4500.0,70.71067811865476,0.35425646566457275,447.21359549995793,860.2325267042627,50.666666666666664,1
