aco_alpha,aco_beta,aco_evaporation,aco_pheromone_q,distance_weight,density_weight,clearance_weight,emergency_weight,tn_bonus,flz_penalty,fitness
1.8,3.5334551694944536,0.6,2.635348202613581,0.25,0.5,1.0,0.5,2.3756911015524302,3.4233995664177375,-19992027.716728445
