edge_id,u,v,u_name,v_name,u_role,v_role,x1,y1,x2,y2,distance_m,nofly_clearance_m,route_hit_density,nearest_flz_distance_m,emergency_support,is_tn_edge,is_flz_edge,u_is_outer_zone,v_is_outer_zone,is_outer_zone_edge,edge_cost,aco_initial_desirability,edge_cost_distance_component,edge_cost_density_component,edge_cost_clearance_risk_component,edge_cost_outer_zone_component
32,7213,9151,DK01,MAJ019,DK,TN_major,2100.0,3550.0,3050.0,4500.0,1343.5028842544402,424.3368100872958,13.785714285714286,141.44560336243194,0.984491161725705,1,0,False,True,1,1.1722814973129767,0.8530374336642961,0.6031631184571818,0.6345553180996221,0.29277198318784026,1.0
33,7213,5292,DK01,MIN001,DK,TN_minor,2100.0,3550.0,2000.0,2600.0,955.24865872714,293.47061181658376,7.714285714285714,514.78150704935,0.812994243520487,1,0,False,False,0,1.5722974679864394,0.636011963614397,0.42885710678592304,0.355087950024659,0.510882313639027,0.0
34,7213,5701,DK01,MIN002,DK,TN_minor,2100.0,3550.0,2250.0,2800.0,764.8529270389178,111.80339887498948,11.705882352941176,514.78150704935,0.812994243520487,1,0,False,False,0,1.7618402680377458,0.5675883439273145,0.34337929753675733,0.5388208217694443,0.8136610018750176,0.0
35,7213,6708,DK01,MIN003,DK,TN_minor,2100.0,3550.0,2100.0,3300.0,250.0,460.9772228646444,22.0,514.78150704935,0.812994243520487,1,0,False,False,0,0.8851796259312088,1.129714207947342,0.11223703453228899,1.0126582278481016,0.23170462855892604,0.0
36,7213,8533,DK01,MIN005,DK,TN_minor,2100.0,3550.0,2450.0,4200.0,738.24115301167,430.4648650006177,23.375,23.57022603955137,0.9995660663986526,1,0,False,False,0,0.8659008137959059,1.1548666822661071,0.3314319911349106,1.0759493670886078,0.2825585583323038,0.0
37,7213,5693,DK01,MIN007,DK,TN_minor,2100.0,3550.0,1850.0,2800.0,790.5694150420949,250.0,6.882352941176471,514.78150704935,0.812994243520487,1,0,False,False,0,1.6454122769865516,0.6077504185342683,0.35492466694500446,0.31679415149258794,0.5833333333333333,0.0
38,7213,7208,DK01,MIN012,DK,TN_minor,2100.0,3550.0,1850.0,3550.0,250.0,291.547594742265,18.833333333333332,514.78150704935,0.812994243520487,1,0,False,False,0,1.2404430452606057,0.8061635750393595,0.11223703453228899,0.866896816263905,0.514087342096225,0.0
39,7213,7231,DK01,MIN013,DK,TN_minor,2100.0,3550.0,3000.0,3550.0,900.0,460.9772228646444,12.526315789473685,450.0,0.8536763613451477,1,0,False,False,0,1.1558291000063232,0.8651798090172061,0.40405332431624036,0.576585306765187,0.23170462855892604,0.0
40,7213,8141,DK01,MIN015,DK,TN_minor,2100.0,3550.0,3050.0,4000.0,1051.189802081432,427.20018726587654,10.043478260869565,299.879452364468,0.9321551533047601,1,0,False,False,0,1.2469962641165544,0.8019270215764912,0.47192970446481486,0.4623004953219594,0.2879996878902058,0.0
41,7213,3476,DK01,MIN018,DK,TN_minor,2100.0,3550.0,2100.0,1700.0,1850.0,200.0,10.763157894736842,514.78150704935,0.812994243520487,1,0,False,False,0,1.7583363877661735,0.5687193912141126,0.8305540555389386,0.4954272908969779,0.6666666666666667,0.0
42,9253,9104,DK03,DK05,DK,DK,3100.0,4550.0,700.0,4500.0,2400.520776831561,110.67548459556161,15.34,534.7347702075969,0.7998015691215893,0,0,False,False,0,4.245951001583852,0.23551849741718017,1.0777093332988843,0.7060989643268126,0.8155408590073974,0.0
43,9253,8719,DK03,DK06,DK,DK,3100.0,4550.0,1650.0,4300.0,1471.3938969562162,184.08935028645408,13.580645161290322,414.57474865483783,0.874349433606184,0,0,False,False,0,4.022529661574766,0.2485997827567326,0.6605795504930965,0.6251160028211887,0.6931844161892432,0.0
44,9253,8127,DK03,FLZ03,DK,FLZ,3100.0,4550.0,2350.0,4000.0,930.0537618869137,376.32499068618654,15.8,0.0,1.0,0,1,False,False,0,6.950874437136783,0.1438667910122574,0.41754590475914727,0.7272727272727275,0.37279168218968906,0.0
45,9253,4805,DK03,FLZ04,DK,FLZ,3100.0,4550.0,2900.0,2350.0,2209.072203437452,108.91156226526999,13.782608695652174,0.0,1.0,0,1,False,False,0,7.586546901113471,0.13181227415245148,0.9917588527261162,0.6344123680392256,0.8184807295578833,0.0
46,9253,8026,DK03,MAJ004,DK,TN_major,3100.0,4550.0,2350.0,3950.0,960.4686356149273,390.5204860183394,15.047619047619047,42.5,0.9985898623672419,1,0,False,False,0,1.149559371644998,0.8698985234394797,0.43120060569077234,0.6926406926406928,0.34913252330276767,0.0
47,9253,7214,DK03,MAJ005,DK,TN_major,3100.0,4550.0,2150.0,3550.0,1379.3114224133722,429.58214153585396,12.517241379310345,166.22496742643202,0.978644805895499,1,0,False,False,0,1.1996753531326887,0.8335588435560668,0.6192392949927612,0.5761676123963336,0.28402976410691005,0.0
48,9253,8413,DK03,MAJ006,DK,TN_major,3100.0,4550.0,1500.0,4150.0,1649.2422502470642,86.48317086563809,9.235294117647058,351.86111501669194,0.9078068635667953,1,0,False,False,0,1.9127560617685162,0.5228058193031732,0.740424237572359,0.42509984431056663,0.8558613818906031,0.0
49,9253,8722,DK03,MAJ007,DK,TN_major,3100.0,4550.0,1800.0,4300.0,1323.8202294873727,193.48085757939273,10.392857142857142,398.5269515836367,0.8833082547235661,1,0,False,True,1,1.6835102193493066,0.5939969882609385,0.594326627246068,0.47838237711655446,0.6775319040343455,1.0
